COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
720,ekrimmel,2215,6be1b3c3-1a95-4005-a518-db904fe8055b,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia,legacy,Merritt P. Bailey,1924-06-12,Wilson's Plover. Verbatim AOU Number: 280.,1924-06-12,1924-06-12,1924-06-12,"North America, United States, Florida, Miami-Dade County",,"Miami Beach, Dade [Miami-Dade] County, Florida",Pat Munroe,2011-05-04,unverified,,,Merritt P. Bailey,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,6-3,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: I,3,in collection,,,,,,,,verbatim collector,Merritt P. Bailey,Erica Krimmel,incubation stage,about 6-8 days,Merritt P. Bailey,nest description,A slight depression scratched by the birds in the sandy beach. Lined with bits of shell & same on outside ring of depression,Merritt P. Bailey,,,,,,accepted place of collection
721,ekrimmel,1917,995efc86-e9cd-4c51-8595-4c348e147bbb,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia wilsonia,legacy,Edward R. Ford,1935-04-17,Wilson's Plover. Verbatim AOU Number: 280.,1935-04-17,1935-04-17,1935-04-17,"North America, United States, Florida, Broward County",Dania Beach,"Dania [Dania Beach], Broward County, Florida",Pat Munroe,2011-05-04,unverified,on lagoon side of beach,,Edward R. Ford,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-23. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,280 4/17/35,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: I,3,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,about 7 days,Edward R. Ford,nest description,Eggs deposited on site of a small driftwood fire. Bits of abraded sea-shell lay amid small fragments of charcoal and the eggs rested on these,Edward R. Ford,,,,,,accepted place of collection
722,ekrimmel,1930,a31d917f-2138-4cf4-9c90-9dfac2cad610,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia,legacy,Edward R. Ford,1929-04-24,Wilson's Plover. Verbatim AOU Number: 280.,1929-04-24,1929-04-24,1929-04-24,"North America, United States, Florida, Broward County",Dania Beach,"Dania [Dania Beach], Broward County, Florida",Pat Munroe,2011-05-04,unverified,On lagoon side of ocean beach,,Edward R. Ford,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-23. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,280/1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: I,2,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,advanced,Edward R. Ford,nest description,A depression in sand lined with bits of shell,Edward R. Ford,,,,,Embryo in one egg larger than in the other.,accepted place of collection
723,ekrimmel,919,cc59b18e-78be-4eb8-a995-823076cf2e19,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia wilsonia,legacy,Alfred M. Bailey,1934-05-17,Wilson's Plover. Verbatim AOU Number: 280.,1934-05-17,1934-05-17,1934-05-17,"North America, United States, Florida, Brevard County",Merritt Island,"Merritt Island on the Mosquito Lagoon, Merritt Island, Brevard County, Florida",Pat Munroe,2011-05-04,unverified,Eggs placed in slight depression of sand on tide flat on east side of Merrit Island on the Mosquito Lagoon.,,Alfred M. Bailey,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-06-04. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: I,3,in collection,,,,,,,,verbatim collector,A.M. Bailey,Erica Krimmel,incubation stage,slight,Alfred M. Bailey,,,,,,,,,accepted place of collection
724,ekrimmel,19048,f61f5680-d249-4860-a666-a71a51c8d1b2,UUID,self,[CHAS:Mamm]2000.2,Charadrius wilsonia,legacy,Oliver S. Westcott,2015-11-24,Wilson's Plover. Verbatim AOU Number: 280.,[no date recorded],1800,1899-12-31,no higher geography recorded,,[no locality recorded],Pat Munroe,2011-05-04,unverified,,,Oliver S. Westcott,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Collection of Oliver S. Westcott. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: I,1,in collection,,,,,,,,verbatim collector,Oliver S. Westcott,Erica Krimmel,,,,,,,,,,,,accepted place of collection
725,ekrimmel,1968.25.19,2712a944-7d09-4911-912c-674781566956,UUID,self,[CHAS:Mamm]1968.25,Charadrius wilsonia,legacy,unknown,2008-12-31,Wilson's Plover. Verbatim AOU Number: 280.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Sears Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
726,ekrimmel,740,2e43c922-b46f-4af6-bd94-d876dc1ead47,UUID,self,[CHAS:Mamm]4515,Charadrius wilsonia wilsonia,legacy,Harold H. Bailey,1930-05-14,Wilson's Plover. Verbatim AOU Number: 280.,1930-05-14,1930-05-14,1930-05-14,"North America, United States, Florida, Miami-Dade County",,"Miami Beach, Dade [Miami-Dade] County",Dawn R. Roberts,2014-12-10,unverified,,,Harold H. Bailey,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""By ex. From E.R. Ford"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-04. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",a/3,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: G,3,in collection,,,,,,,,verbatim collector,H.H. Bailey,Erica Krimmel,incubation stage,begun,Harold H. Bailey,nest description,"A slight wallow in sandy beach, a few bits of shell around outer edge",Harold H. Bailey,,,,,,accepted place of collection
727,ekrimmel,2016.2.48,8f4f647e-0db7-440c-b931-fbfd3962f788,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia,legacy,unknown,2015-11-24,Wilson's Plover. Verbatim AOU Number: 280; Verbatim Ridgway Number: 522.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2010-02-23,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Date listed as verified/cataloged is 2010-02-23. Record last updated in Excel (prior to Arctos migration) by Amber King (2010-02-23).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: D,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
728,ekrimmel,2016.2.49,f43d73bc-abec-4ba2-8ef2-8017d55ffb5a,UUID,self,[CHAS:Mamm]accession unknown,Charadrius wilsonia,legacy,unknown,2015-11-24,Wilson's Plover. Verbatim AOU Number: 280.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2009-08-27,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-27).,2471,original identifier,self,478 12e/2,original identifier,self,,,,egg,Poor. Egg cracked. Only 3 pieces remain of other egg.,RVWD: 302: Ool Cab 07: D,3,in collection,"Missing 1 egg [Erica Krimmel, 2016-01-29].",,,,,,,,,,,,,,,,,,,,,accepted place of collection
729,ekrimmel,2346,194afe65-7880-4124-a377-4d9e7c134df4,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1899-06-03,Black Tern. Bird near nest. Verbatim AOU Number: 77.,6/3/1899,1899-06-03,1899-06-03,"North America, United States, Minnesota, Brown County",Sleepy Eye,"Sleepy eye, Brown County, Minnesota",Amber King,2011-04-26,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .10, .30. DATA HISTORY: Date listed as verified/cataloged is 1988-03-02. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",60c-16,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,had not commenced,Dwight W. Cusack,nest description,Was same as 48c,Dwight W. Cusack,,,,,,accepted place of collection
730,ekrimmel,2351,2f0b0e21-31d4-467b-97f0-07733fe3cd72,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1898-07-05,Black Tern. Bird flushed. Verbatim AOU Number: 77.,7/5/1898,1898-07-05,1898-07-05,"North America, United States, Wisconsin, Kenosha County",Twin Lakes,"Twin Lakes, Kenosha County, Wisconsin",Amber King,2011-04-26,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .10, .20. DATA HISTORY: Date listed as verified/cataloged is 1991-03-05. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",70B-6,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,D.W. Cusack,Erica Krimmel,incubation stage,had not begun,Dwight W. Cusack,,,,,,,,,accepted place of collection
731,ekrimmel,2285,3202c76e-9fcf-4df7-bab7-97f2f0cad731,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1899-06-03,Black Tern. Bird flushed. Verbatim AOU Number: 77.,6/3/1899,1899-06-03,1899-06-03,"North America, United States, Minnesota, Brown County",Sleepy Eye,"Sleepy eye, Brown County, Minnesota",Amber King,2011-04-26,unverified,same as 48C,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""10"" and ""30"" on back of egg card [A. King]. DATA HISTORY: Date listed as verified/cataloged is 1991-03-05. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",59C-15,original identifier,self,,,,,,,egg,One egg broken [7/2008],RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,had not commenced,Dwight W. Cusack,nest description,same as 48C,Dwight W. Cusack,,,,,Damaged.,accepted place of collection
732,ekrimmel,1904,32d1803a-db4c-4071-a119-d11d7a82daa9,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger surinamensis,legacy,Edward R. Ford,1902-06-28,North American Black Tern. Verbatim AOU Number: 77.,1902-06-28,1902-06-28,1902-06-28,"North America, United States, Illinois, McHenry County",Fox Lake,"Fox Lake near Fox Lake P.O, McHenry County, Illinois",Amber King,2011-04-26,unverified,on floating mass of swamp vegetation,,Edward R. Ford,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""5"" in LRC of Egg Card [A. King]. DISPLAY NOTES: Diameter: 4.5-5."" DATA HISTORY: Date listed as verified/cataloged is 1988-03-17. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",77/3,original identifier,self,,,,,,,egg,All eggs cracked.,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,slight,Edward R. Ford,nest description,"of fragments of rushes, grasses, etc",Edward R. Ford,,,,,"notes pg. 176;   Oct 1995: 3 eggs orginally, 2 present one of which is broken",accepted place of collection
733,ekrimmel,80,3a27f9f0-bb63-4fa6-90fd-3958db4fc083,UUID,self,[CHAS:Mamm]3774,Chlidonias niger surinamensis,legacy,Earl G. Wright,1928-06-17,North American Black Tern. Verbatim AOU Number: 77.,"1928-06-17; 'Collected June 12-25, 1928' [from Accession book].",1928-06-17,1928-06-17,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Pat Munroe,2011-04-26,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,XCl-1,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [7/2008],RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,typical,Earl G. Wright,,,,,,accepted place of collection
734,ekrimmel,2330,3ba6e92c-5bf1-49fb-9070-085440a0eca5,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1899-06-06,Black Tern. Bird flushed. Verbatim AOU Number: 77.,6/6/1899,1899-06-06,1899-06-06,"North America, United States, Minnesota, Brown County",Sleepy Eye,"Sleepy eye, Brown County, Minnesota",Amber King,2011-04-26,unverified,nest piled up till they reached out of the water an inch or two.  ,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .10, .30. DATA HISTORY: Date listed as verified/cataloged is 1991-03-05. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",74C-17,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,had not commenced,Dwight W. Cusack,nest description,Constructed of swamp grasses.  This nest was nicely hollowed,Dwight W. Cusack,,,,,,accepted place of collection
735,ekrimmel,1648,581d5819-0f2e-4660-b606-994715bae489,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger surinamensis,legacy,C. W. G. Eifrig,1932-06-04,North American Black Tern. Verbatim AOU Number: 77.,1932-06-04,1932-06-04,1932-06-04,"North America, United States, Illinois, McHenry County",Richmond,"Lake Elizabeth, Richmond, McHenry County, Illinois",Pat Munroe,2011-04-26,unverified,At edge of cattail area on Lake Elizabeth.,,C. W. G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 63,original identifier,self,I 1/1,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,C.W.G. Eifrig,Erica Krimmel,incubation stage,slight,C. W. G. Eifrig,nest description,On mud lump,C. W. G. Eifrig,,,,,,accepted place of collection
736,ekrimmel,1644,5c9f9581-50c4-4496-a68b-4a9e5c934c95,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger surinamensis,legacy,C. W. G. Eifrig,1915-06-16,North American Black Tern. Verbatim AOU Number: 77.,1915-06-16,1915-06-16,1915-06-16,"North America, United States, Illinois, Cook County",Chicago Ridge,"Chicago Ridge, Cook County, Illinois",Pat Munroe,2011-04-26,unverified,As usual.,,C. W. G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 177,original identifier,self,Hu 1/3,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,C.W.G. Eifrig,Erica Krimmel,incubation stage,fresh,C. W. G. Eifrig,nest description,As usual,C. W. G. Eifrig,,,,,,accepted place of collection
737,ekrimmel,1647,5f77be25-7cf1-49d0-abf2-9a20f6aacfca,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger surinamensis,legacy,unknown,1922-08-31,North American Black Tern. Verbatim AOU Number: 77.,Summer 1922,1922-06-01,1922-08-31,no higher geography recorded,,[no locality recorded],Pat Munroe,2011-04-26,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 102,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
738,ekrimmel,2291,64202861-829c-4a1f-8a91-1c5d68e6dac5,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1898-06-26,Black Tern. Bird flushed. Verbatim AOU Number: 77.,6/26/1898,1898-06-26,1898-06-26,"North America, United States, Wisconsin, Kenosha County",Twin Lakes,"Twin Lakes, Kenosha County, Wisconsin",Amber King,2011-04-26,unverified,Laid on decaying vegetation just above the water.,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .10, .20. DATA HISTORY: Date listed as verified/cataloged is 1988-03-02. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",68B-5,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,D.W. Cusack,Erica Krimmel,incubation stage,in last stage,Dwight W. Cusack,,,,,,,,Poor set.,accepted place of collection
739,ekrimmel,2290,648d1a22-37b6-403c-9c56-01d12c2f221f,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger,ID of kin,Dwight W. Cusack,1898-06-26,Black Tern. Bird flushed. Verbatim AOU Number: 77.,6/26/1898,1898-06-26,1898-06-26,"North America, United States, Wisconsin, Kenosha County",Twin Lakes,"Twin Lakes, Kenosha County, Wisconsin",Amber King,2011-04-26,unverified,on decaying vegetation,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .10, .20. DATA HISTORY: Date listed as verified/cataloged is 1988-03-02. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).",67B-4,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,D.W. Cusack,Erica Krimmel,incubation stage,well begun,Dwight W. Cusack,nest description,Constructed same as rest ,Dwight W. Cusack,,,,,,accepted place of collection
740,ekrimmel,79,6ff4afb2-64cc-4483-9d8b-b13002a90026,UUID,self,[CHAS:Mamm]3774,Chlidonias niger surinamensis,legacy,Earl G. Wright,1928-06-17,North American Black Tern. Verbatim AOU Number: 77.,"1928-06-17; 'Collected June 12-25, 1928' [from Accession book].",1928-06-17,1928-06-17,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Pat Munroe,2011-04-26,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,typical,Earl G. Wright,,,,,,accepted place of collection
741,ekrimmel,1469,76df2273-60e5-40a7-91b9-4286e018ac16,UUID,self,[CHAS:Mamm]accession unknown,Chlidonias niger surinamensis,legacy,C. W. G. Eifrig,1916-06-16,North American Black Tern. Verbatim AOU Number: 77.,1916-06-16,1916-06-16,1916-06-16,"North America, United States, Wisconsin, Waukesha County",,"Muskego Lake, Waukesha, Wisconsin",Pat Munroe,2011-04-26,unverified,,,C. W. G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 175,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,C.W.G. Eifrig,Erica Krimmel,incubation stage,advanced,C. W. G. Eifrig,,,,,,,,,accepted place of collection
