KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
",U.S.A,Ohio,Summit,Akron","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Akron
"North America,United States,Ohio,Summit,Peninsula","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Peninsula
"United States of America,OH,Summit,,Peninsula","North America, United States, Ohio, Summit County",North America,United States,Ohio,Summit,,,,,,Peninsula
"North America,United States,Ohio,Trumbull,North Bristol","North America, United States, Ohio, Trumbull County",North America,United States,Ohio,Trumbull,,,,,,North Bristol
",United States of America,Ohio,Warren,,","North America, United States, Ohio, Warren County",North America,United States,Ohio,Warren,,,,,,
"North America,United States of America,Ohio,Warren,","North America, United States, Ohio, Warren County",North America,United States,Ohio,Warren,,,,,,
"United States,OHIO,,Warren County,","North America, United States, Ohio, Warren County",North America,United States,Ohio,Warren,,,,,,
"United States of America,OH,Washington [Hamilton?],,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"United States of America,OH,Williams,Florence,","North America, United States, Ohio, Williams County",North America,United States,Ohio,Williams,,,,,,Florence
",United States of America,OH,Wood,Portage","North America, United States, Ohio, Wood County",North America,United States,Ohio,Wood,,,,,,Portage
"North America,United States,Ohio,Wood,Waterville","North America, United States, Ohio, Wood County",North America,United States,Ohio,Wood,,,,,,Waterville
",United States of America,OK,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States,Oklahoma,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States of America,[Oklahoma],,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States of America,Ok,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States of America,OK,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States of America,Oklahoma,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,USA,OK,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,USA,Oklahoma,,","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,
"North America,United States of America,Oklahoma,,Blackburn","North America, United States, Oklahoma, Pawnee County",North America,United States,Oklahoma,Pawnee,,,,,,Blackburn
"North America,United States of America,OK,,Fort Gibson","North America, United States, Oklahoma, Muskogee County",North America,United States,Oklahoma,Muskogee,,,,,,Fort Gibson
"North America,United States of America,Oklahoma,,Fort Gibson","North America, United States, Oklahoma, Muskogee County",North America,United States,Oklahoma,Muskogee,,,,,,Fort Gibson
"North America,United States of America,Oklahoma,,Garvin","North America, United States, Oklahoma, McCurtain County",North America,United States,Oklahoma,McCurtain,,,,,,Garvin
",United States of America,Oklahoma,,Greenleaf Lake","North America, United States, Oklahoma, Muskogee County",North America,United States,Oklahoma,Muskogee,,,,,,Greenleaf Lake
"North America,United States,Oklahoma,,Oologah","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,Oologah
"North America,United States of America,OK,,Roby","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,Roby
"North America,USA,OK,,Roby","North America, United States, Oklahoma",North America,United States,Oklahoma,,,,,,,Roby
"North America,United States of America,[Oklahoma],,Tahlequah","North America, United States, Oklahoma, Cherokee County",North America,United States,Oklahoma,Cherokee,,,,,,Tahlequah
"North America,United States of America,OK,,Tahlequah","North America, United States, Oklahoma, Cherokee County",North America,United States,Oklahoma,Cherokee,,,,,,Tahlequah
"North America,United States of America,Oklahoma,,Tahlequah","North America, United States, Oklahoma, Cherokee County",North America,United States,Oklahoma,Cherokee,,,,,,Tahlequah
"North America,USA,OK,,Tonkawa","North America, United States, Oklahoma, Kay County",North America,United States,Oklahoma,Kay,,,,,,Tonkawa
"North America,USA,Oklahoma,,Tonkawa","North America, United States, Oklahoma, Kay County",North America,United States,Oklahoma,Kay,,,,,,Tonkawa
"North America,USA,OK,,Toukawa","North America, United States, Oklahoma, Kay County",North America,United States,Oklahoma,Kay,,,,,,Tonkawa
",USA,Oklahoma,,Tulsa","North America, United States, Oklahoma, Osage County",North America,United States,Oklahoma,Osage,,,,,,Tulsa
"North America,United States of America,Oklahoma,,Wagoner","North America, United States, Oklahoma, Wagoner County",North America,United States,Oklahoma,Wagoner,,,,,,Wagoner
"North America,United States of America,Okla,,Woodville","North America, United States, Oklahoma, Marshall County",North America,United States,Oklahoma,Marshall,,,,,,Woodville
"North America,United States,Oklahoma,Adair,","North America, United States, Oklahoma, Adair County",North America,United States,Oklahoma,Adair,,,,,,
"North America,United States,Oklahoma,Beckham,","North America, United States, Oklahoma, Beckham County",North America,United States,Oklahoma,Beckham,,,,,,
"North America,United States of America,Oklahoma,Beckham,","North America, United States, Oklahoma, Beckham County",North America,United States,Oklahoma,Beckham,,,,,,
"North America,United States of America,Oklahoma,Beckham,Elk City","North America, United States, Oklahoma, Beckham County",North America,United States,Oklahoma,Beckham,,,,,,Elk City
"North America,United States of America,Oklahoma,Beckham,Sayre","North America, United States, Oklahoma, Beckham County",North America,United States,Oklahoma,Beckham,,,,,,Sayre
",United States of America,OK,Blaine,,","North America, United States, Oklahoma, Blaine County",North America,United States,Oklahoma,Blaine,,,,,,
"North America,United States of America,Oklahoma,Blaine,","North America, United States, Oklahoma, Blaine County",North America,United States,Oklahoma,Blaine,,,,,,
"North America,United States of America,Oklahoma,Blaine,Hitchcock","North America, United States, Oklahoma, Blaine County",North America,United States,Oklahoma,Blaine,,,,,,Hitchcock
",United States of America,OK,Blaine,Watonga","North America, United States, Oklahoma, Blaine County",North America,United States,Oklahoma,Blaine,,,,,,Watonga
"North America,United States of America,Oklahoma,Canadian,","North America, United States, Oklahoma, Canadian County",North America,United States,Oklahoma,Canadian,,,,,,
"North America,United States of America,Oklahoma,Canadian,El Reno","North America, United States, Oklahoma, Canadian County",North America,United States,Oklahoma,Canadian,,,,,,El Reno
"North America,United States,Oklahoma,Cleveland,Norman","North America, United States, Oklahoma, Cleveland County",North America,United States,Oklahoma,Cleveland,,,,,,Norman
"North America,United States,Oklahoma,Comanche,","North America, United States, Oklahoma, Comanche County",North America,United States,Oklahoma,Comanche,,,,,,
"North America,United States of America,Oklahoma,Comanche,Cache","North America, United States, Oklahoma, Comanche County",North America,United States,Oklahoma,Comanche,,,,,,Cache
"North America,United States,Oklahoma,Craig,","North America, United States, Oklahoma, Craig County",North America,United States,Oklahoma,Craig,,,,,,
"North America,United States of America,Oklahoma,Craig,Vinita","North America, United States, Oklahoma, Craig County",North America,United States,Oklahoma,Craig,,,,,,Vinita
"North America,United States of America,Oklahoma,Custer,","North America, United States, Oklahoma, Custer County",North America,United States,Oklahoma,Custer,,,,,,
"North America,United States of America,Oklahoma,Custer,Washita,Clinton","North America, United States, Oklahoma, Custer County",North America,United States,Oklahoma,Custer,,,,,,Clinton
",United States of America,Oklahoma,Custer,Weatherford","North America, United States, Oklahoma, Custer County",North America,United States,Oklahoma,Custer,,,,,,Weatherford
"North America,United States of America,Oklahoma,Custer,Weatherford","North America, United States, Oklahoma, Custer County",North America,United States,Oklahoma,Custer,,,,,,Weatherford
"North America,United States,Oklahoma,Delaware,","North America, United States, Oklahoma, Delaware County",North America,United States,Oklahoma,Delaware,,,,,,
"North America,United States of America,OK,Grant,","North America, United States, Oklahoma, Grant County",North America,United States,Oklahoma,Grant,,,,,,
"North America,United States,Oklahoma,Harper,","North America, United States, Oklahoma, Harper County",North America,United States,Oklahoma,Harper,,,,,,
"North America,United States,Oklahoma,Kay,","North America, United States, Oklahoma, Kay County",North America,United States,Oklahoma,Kay,,,,,,
"North America,United States,Oklahoma,Love,","North America, United States, Oklahoma, Love County",North America,United States,Oklahoma,Love,,,,,,
"North America,United States,Oklahoma,Major,Ringwood","North America, United States, Oklahoma, Major County",North America,United States,Oklahoma,Major,,,,,,Ringwood
"North America,United States,Oklahoma,Mayes,","North America, United States, Oklahoma, Mayes County",North America,United States,Oklahoma,Mayes,,,,,,
"North America,United States,Oklahoma,Mayes,Locust","North America, United States, Oklahoma, Mayes County",North America,United States,Oklahoma,Mayes,,,,,,Locust
"North America,United States of America,Oklahoma,McIntosh,","North America, United States, Oklahoma, McIntosh County",North America,United States,Oklahoma,McIntosh,,,,,,
",United States of America,OK,Murray,Dougherty","North America, United States, Oklahoma, Murray County",North America,United States,Oklahoma,Murray,,,,,,Dougherty
