KEY_TO_RAW,HIGHER_GEOG,municipality
"Illinois, Kn. [what is Kn.? Kansas? Yukon?]","North America, United States",
"Illinois, Lake Superior","North America, United States",
"Illinois, Louisiana","North America, United States",
"Illinois, Louisiana, Lake Superior","North America, United States",
"Illinois, Massachusetts","North America, United States",
"Illinois, Massachusetts, Florida","North America, United States",
"Illinois, Michigan","North America, United States",
"Illinois, New York","North America, United States",
"Illinois, Ohio","North America, United States",
"Illinois, Pennsylvania","North America, United States",
"Illinois,Texas","North America, United States",
"Illinois, Texas","North America, United States",
"Illinois, Texas, Kentucky","North America, United States",
"Illinois, Texas & Iowa","North America, United States",
"Illinois, Washington D.C.","North America, United States",
"Illinois, Wisconsin","North America, United States",
Indian Cave,"North America, United States, Kentucky",Indian Cave
Indian River,"North America, United States, Florida",Indian River
Iowa,"North America, United States, Iowa",
"Iowa, Central Illinois","North America, United States",
"Iowa, Illinois","North America, United States",
"Iowa, Illinois, Lake Superior","North America, United States",
"Iowa, Southern Illinois","North America, United States",
"Iowa, Texas","North America, United States",
Jackson Park,"North America, United States, Illinois, Cook County","Chicago, Jackson Park"
"Jackson Park, Chicago","North America, United States, Illinois, Cook County","Chicago, Jackson Park"
Jacksonville,"North America, United States",
"Jacksonville, Fla.","North America, United States, Florida, Duval County",Jacksonville
"Kalo Hills, N. Sumatra","Asia, Indonesia, Indonesian Archipelago",
"Kalo Hills, Sumatra","Asia, Indonesia, Indonesian Archipelago",
Kansas,"North America, United States, Kansas",
"Kansas, Illinois","North America, United States",
"Kansas, Lake Superior","North America, United States",
Kentcky,"North America, United States, Kentucky",
Kentuckky,"North America, United States, Kentucky",
Kentucky,"North America, United States, Kentucky",
"Kentucky, Central Illinois","North America, United States",
"Kentucky, Chicago","North America, United States",
"Kentucky, Illinois","North America, United States",
"Kentucky, Lake Superior",North America,
"Kentucky, Michigan, Northern Illinois","North America, United States",
"Kentucky, New York, Northern Illinois","North America, United States",
"Kentucky, Northern and Central Illinois","North America, United States",
"Kentucky, Northern Illinois","North America, United States",
"Kentucky, Southern Illinois","North America, United States",
"Kentucky, Virginia","North America, United States",
kn. (Kansas?),"North America, United States, Kansas",
Kn. [what is Kn.? Kansas? Yukon?],North America,
L.O. (Lookout) Mountain,"North America, United States, Tennessee",Lookout Mountain
L.O. Mountain,"North America, United States, Tennessee",Lookout Mountain
L.O. Mountain (Lookout Mountain?),"North America, United States, Tennessee",Lookout Mountain
L.O. Mountain (probably Lookout),"North America, United States, Tennessee",Lookout Mountain
L.O. Mountain (probably Lookout Mountain),"North America, United States, Tennessee",Lookout Mountain
L.S.,"North America, United States",
Lake Superior,North America,
"Lake Superior, Alaska","North America, United States",
"Lake Superior, Arizona","North America, United States",
"Lake Superior, British Columbia","North America, Canada",
"Lake Superior, California","North America, United States",
"Lake Superior, Central Illinois","North America, United States",
"Lake Superior, Central Illinois, California","North America, United States",
"Lake Superior, Central Illinois, Colorado",North America,
"Lake Superior, Colorado","North America, United States",
"Lake Superior, Colorado, C.?","North America, United States",
"Lake Superior, Connecticut","North America, United States",
"Lake Superior, H.B. ?",North America,
"Lake Superior, Illinois","North America, United States",
"Lake Superior, Illinois, Iowa","North America, United States",
"Lake Superior, Kentucky","North America, United States",
"Lake Superior, Kentucky, Illinois","North America, United States",
"Lake Superior, Maine, Connecticut","North America, United States",
"Lake Superior, Massachusetts","North America, United States",
"Lake Superior, Minnesota","North America, United States, Minnesota",Lake Superior
"Lake Superior, Missouri","North America, United States",
"Lake Superior, New York","North America, United States, New York",Lake Superior
"Lake Superior, New York, Kentucky","North America, United States",
"Lake Superior, Northern Illinois","North America, United States",
"Lake Superior, Northern Illinois, Iowa","North America, United States",
"Lake Superior, Northern Illinois, New York","North America, United States",
"Lake Superior, Sitka","North America, United States",
"Lake Superior, Sitka?","North America, United States",
"Lake Superior, Southern Illinois","North America, United States",
"Lake Superior, Virginia","North America, United States",
"Lake Superior, Yukon",North America,
Lake Superior and Ilinois,"North America, United States",
