status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done,2551,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Land and Fresh-water Mollusks [molluscs].,East-shore beach material. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,900
Done,2552,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Unionidae.,"On sandy bottom, in water from 6 in. to 4 ft. in depth. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",97
Done,2553,"Chicago Academy of Sciences, Frank Collins Baker",1907,6,24,Malacology: Fresh-water Mollusks [molluscs].,"R.R. embankment, S. exposure, near drawbridge, on rocks. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",30
Done,2558,James H. Ferriss,1907,7,9,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: J.H. Ferriss,50
Done,2559,L. E. Daniels,1907,7,16,Malacology: Lymnaeas. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,10
Done,2576,"Chicago Academy of Sciences, Frank Collins Baker",1907,7,20,Malacology: Freshwater mollusks [Molluscs]. Number of species: 9,"Head of Calumet River. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences",47
Done,2577,Frank Collins Baker,1907,7,20,Malacology: Land Snail. Number of species: 1,"On palm trees, near roots. Information from accession book. Verbatim received from agent: F.C. Baker",30
Done,2581,"Chicago Academy of Sciences, Frank Collins Baker",1907,7,29,Malacology: Vivipara contectoides. Number of species: 1,"Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences",1
Done,2582,Chicago Academy of Sciences,1907,7,29,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 4,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,150
Done,2585,Charles F. Gunther,1907,7,29,Malacology: Haliotis asinina. Number of species: 1,Information from accession book. Verbatim received from agent: C.F. Gunther,6
Done,2586,A. B. Wolcott,1907,7,29,Malacology: Fresh-water Shells. Number of species: 3,Information from accession book. Verbatim received from agent: A.B. Wolcott,27
Done,2590,A. B. Wolcott,1907,7,29,Malacology: Pyramidula alternata. Number of species: 1,"Date: 'Aug. 10, 1907'. Information from accession book. Verbatim received from agent: A.B. Wolcott",3
Done,2591,F. S. Daggett,1907,8,13,Malacology: Marine Mollusks [molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: F.S. Daggett,18
Done,2593,F. S. Daggett,1907,8,13,Malacology: Tapes staminea. Number of species: 1,"Coll. Aug. 21, 1897. Information from accession book. Verbatim received from agent: F.S. Daggett",12
Done,2595,F. S. Daggett,1907,8,13,Malacology: Echinarachnius excentricus. Number of species: 1,Information from accession book. Verbatim received from agent: F.S. Daggett,1
Done,2613,F. S. Daggett,1907,9,10,Malacology: Limpets and other gastropods. Number of species: 7,Information from accession book. Verbatim received from agent: F.S. Daggett,51
Done,2615,F. S. Daggett,1907,9,10,Malacology: Land Shells. Number of species: 1,Information from accession book. Verbatim received from agent: F.S. Daggett,4
Done,2617,F. S. Daggett,1907,9,10,Malacology: Anodonta. Number of species: 1,Information from accession book. Verbatim received from agent: F.S. Daggett,1
Done,2618,F. S. Daggett,1907,9,10,Malacology: Lucapina crenulata. Number of species: 1,Information from accession book. Verbatim received from agent: F.S. Daggett,1
Done,2623,"Frank M. Woodruff, Robert W. Purdy",1907,9,24,Malacology: Unionidae. Number of species: 3,Information from accession book. Verbatim received from agent: Woodruff and Purdy,8
Done,2624,Bryant Walker,1907,10,1,Malacology: Lymnaeas. Number of species: 3,Dry shells and animals in alcohol. Information from accession book. Verbatim received from agent: Bryant Walker,40
Done,2628,N. W. Lermond,1907,10,15,Malacology: Mollusks [Molluscs]. Number of species: 8,Information from accession book. Batch of shells sent for identification to Baker. Baker asked in letter to keep some of the shell sent. Letter in Accession file and copy in Gifts-1907 [A. King]. Verbatim received from agent: N.W. Lermond,12
Done,2645,Robert Trayer,1907,11,14,Malacology: Fresh-water mussels. Number of species: 16,Information from accession book. Verbatim received from agent: Robert Trayer,35
Done,2646,Robert Trayer,1907,11,14,"Malacology, Anthropology: Shells from which button blanks have been cut.",Information from accession book. Verbatim received from agent: Robert Trayer,15
Done,2656,W. J. Laurence,1907,11,19,"Malacology, Anthropology: Shells and shell ornaments.",Information from accession book. Verbatim received from agent: Dr. W.J. Laurence,27
Done,2657,Helena Johnson,1907,11,19,Malacology: Marine shells. Number of species: 2,Information from accession book. Verbatim received from agent: Helena Johnson,2
Done,2663,,1907,12,18,Malacology: Pleistocene Fresh-water mollusks [molluscs]. Number of species: 18,Mud and Crooked Lakes. Information from accession book.. Verbatim agency associated with: Field Museum Nat. Hist. Natural History,332
Done,2664,,1907,12,18,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 7,Mud and Crooked Lakes. Information from accession book.. Verbatim agency associated with: Field Museum Nat. Hist. Natural History,68
Done,2666,Mabel Smallwood,1907,12,18,Malacology: Sphaeridae. Number of species: 1,Information from accession book. Verbatim received from agent: Miss Mabel Smallwood,20
Done,2667,A. A. Hinkley,1907,12,27,"Malacology: Pyrgulopsis wabashensis, Hinkley. Number of species: 1",Information from accession book. Verbatim received from agent: A.A. Hinkley,6
Done,2669,unknown,1907,12,28,Malacology: Strombus sp. Number of species: 1,Information from accession book. Verbatim received from agent: Dr. McCoy,1
Done,2672,Stillman S. Berry,1908,1,1,Malacology: Fresh-water Shells. Number of species: 3,Information from accession book. Verbatim received from agent: S.S. Berry,75
Done,2675,"Chicago Academy of Sciences, Frank Collins Baker",1908,1,10,Malacology: Land Mollusks [molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,8
Done,2692,Edwin A. Woley,1908,2,1,Malacology: Echinoderms.,Information from accession book. Verbatim received from agent: Edwin A. Woley,40
Done,2698,Charles L. Cass,1908,2,27,Malacology: Land and Fresh-water Shells. Number of species: 3,Information from accession book. Verbatim received from agent: Charles L. Cass,23
Done,2711,Frank M. Woodruff,1908,3,27,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 10,Information from accession book. Verbatim received from agent: F.M. Woodruff,22
Done,2728,E. H. King,1908,4,16,Malacology: Unionidae. Number of species: 40,"Series, showing age variation, malformation, etc.;. Information from accession book. Offer letter in Accession Files and copy in Gifts-1908 [A. King] Verbatim received from agent: Dr. E.H. King",788
Done,2731,Junius Henderson,1908,4,25,Malacology: Land and Fresh-water Shells. Number of species: 8,Information from accession book. Correspondence in Accession File and copy in Exchanges-1908 [A. King]. Verbatim received from agent: Junius Henderson,68
Done,2732,unknown,1908,4,29,Malacology: Diabathus philippi. Number of species: 1,Information from accession book. Verbatim received from agent: Dr. McCoy,1
Done,2733,J. L. Hooper,1908,5,4,Malacology: Land and Fresh-water Shells. Number of species: 9,Information from accession book. Verbatim received from agent: Dr. J.L. Hooper,25
Done,2734,J. L. Hooper,1908,5,4,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 14,Information from accession book. Verbatim received from agent: Dr. J.L. Hooper,121
Done,2746,Frank M. Woodruff,1908,5,20,Malacology: Land and Fresh-water Shells. Number of species: 11,Information from accession book. Verbatim received from agent: F.M. Woodruff,31
Done,2749,"Herbert H. Smith, T. H. Aldrich",1908,5,23,Malacology: Land Mollusks [molluscs]. Number of species: 66,Information from accession book. Verbatim received from agent: T.H. Aldrich,368
Done,2760,George C. Embody,1908,6,12,Malacology: Fresh-water mollusks [Molluscs]: mainly Splaeriidae and some Ancylidae. Number of species: 6,Information from accession book. Correspondence in Accession File and copy in Gifts-1908 [A. King] Verbatim received from agent: Geo. C. Embody. Verbatim agency associated with: Randolph-Macon College,40
Done,2761,Stillman S. Berry,1908,6,20,Malacology: Lymnaeas. Number of species: 3,Information from accession book. Correspondence in Accession file. Verbatim received from agent: S.S. Berry,20
Done,2762,Frank M. Woodruff,1908,6,22,Malacology: Land mollusks [molluscs]. Number of species: 4,Information from accession book. Verbatim received from agent: F.M. Woodruff,8
Done,2764,Bryant Walker,1908,6,30,Malacology: Amnicola missouriensis. Number of species: 1,From Wetleerby collection. Information from accession book. Verbatim received from agent: Bryant Walker,15
Done,2765,,1908,7,16,Malacology: Land and Freah-water shells. Number of species: about 100,Information from accession book.. Verbatim agency associated with: Geol. &. Nat. H. Surv. Geological and Natural History Survey,650
Done,2767,W. H. Flick,1908,7,16,Malacology: Lymnaea obrussa. Number of species: 1,Information from accession book. Verbatim received from agent: W.H. Fluck,16
Done,2768,,1908,7,16,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 6,"Field Day, 7-11-1908. Information from accession book.. Verbatim agency associated with: Chicago Academy of Sciences",25
Done,2771,"Chicago Academy of Sciences, Frank Collins Baker",1908,7,16,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 4,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",95
Done,2772,"Chicago Academy of Sciences, Frank Collins Baker",1908,7,16,Malacology: Land and Fresh-water Shells. Number of species: 4,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",20
Done,2773,"Chicago Academy of Sciences, Frank Collins Baker",1908,7,16,Malacology: Land mollusks [molluscs].,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",30
Done,2774,"Chicago Academy of Sciences, Frank M. Woodruff",1908,7,16,Malacology: Fresh-water mollusks [Molluscs]. Number of species: 4,"Information from accession book. Field Day, 7-11-1908. Verbatim received from agent: Chicago Academy of Sciences",13
Done,2777,Isaac B. Hardy,1908,7,25,Malacology: Ocinebra poulsoni. Number of species: 1,Information from accession book. Verbatim received from agent: Issac B. Hardy,6
Done,2786,Nicholas Senn,1908,8,4,Malacology: Marine mollusks [molluscs].,Information from accession book. Verbatim received from agent: Dr. Nicholas Senn,44
Done,2801,Harold Hannibal,1908,8,6,Malacology: Land and Fresh-water shells. Number of species: 4,Information from accession book. Verbatim received from agent: Harold Hannibal,152
Done,2802,V. E. Shelford,1908,8,6,Malacology: Sphaeridae. Number of species: 2,Information from accession book. Verbatim received from agent: V.E. Shelford. Verbatim agency associated with: Univ. of Chicago,4
Done,2804,Frank M. Woodruff,1908,8,6,Malacology: Land mollusks [molluscs].,St. Mary's Station. Information from accession book. Verbatim received from agent: F.M. Woodruff,19
Done,2805,Mrs. Frank Collins Baker,1908,8,6,Malacology: Economic mollusks [molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: Mrs F.C. Baker,4
Done,2806,"Chicago Academy of Sciences, Frank Collins Baker",1908,8,6,Malacology: Land and Fresh-water Shells. Number of species: 20,"July, 1908. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",400
Done,2810,John A. Allen,1908,8,6,Malacology: Lymnaea columella. Number of species: 1,Information from accession book. Verbatim received from agent: John A. Allen,2
Done,2812,"Chicago Academy of Sciences, Frank M. Woodruff",1908,8,10,Malacology: Land and freshwater mollusks [molluscs]. Number of species: 10,Information from accession book. Academy expedition. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,128
