GUID,ACCN,TAXON_NAME,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTOR_AGENT_1,COLLECTOR_AGENT_2,PART_LOT_COUNT_1,PART_DISPOSITION_1,Identification 1,Identification 2,Identification 3,Type status (not on Arctos),Reference (not on Arctos),Figured Specimens (not on Arctos)
CHAS:Inv:23788.2,[CHAS:Mamm]2206,Lymnaea {Lymnaea nasoni},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Alpena County","Alpena, Thunder Bay Island","FROM SPECIMEN: Thunder Bay Island, Alpena",unknown,,2,in collection,,,,syntype,,"plate 42, figure 14-17"
CHAS:Inv:23788.1,[CHAS:Mamm]2206,Lymnaea {Lymnaea nasoni},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,lectotype (designated by Dorothea Franzen),,
CHAS:Inv:23518.1,[CHAS:Mamm]accession unknown,Lymnaea nuttalliana,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California",no specific locality recorded,FROM SPECIMEN: California,unknown,,1,in collection,Lymnaea {Lymnaea nuttaliana =paulstris},,,,,"plate 33, figure 22"
CHAS:Inv:23968,[CHAS:Mamm]accession unknown,Lymnaea obrussa {Lymnaea obrussa pennisulae},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Ontonagon County",Union River,FROM SPECIMEN: Union River,Bryant Walker,,5,in collection,Galba obrussa,,,cotype,"Publication: The Lymnaeidae of North and Middle America, recent and fossil, by Frank Collins Baker (Chicago Academy of Sciences, special publication no. 3), pg. 283-285","plate XXXII, Figs. 1-6"
CHAS:Inv:23195,[CHAS:Mamm]1294,Lymnaea obrussa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco Lake,FROM SPECIMEN: Owasco Lake,unknown,,2,in collection,,,,,,"plate 31, figure 33-34"
CHAS:Inv:23688,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea ontariensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Erie County","Buffalo, Fort Erie","FROM SPECIMEN: For Erie, near Buffalo",unknown,,2,in collection,,,,,,"plate 45, figure 24-25"
CHAS:Inv:23137.2,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea owascoensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco Lake,FROM SPECIMEN: Owasco Lake,unknown,,2,in collection,Galba {Galba owascoensis},,,type,"Publication: The Lymnaeidae of North and Middle America, recent and fossil, by Frank Collins Baker (Chicago Academy of Sciences, special publication no. 3), pg. 250-251; Publication: The Nautilus: Volume 18 (Apr. 1905) pg. 141","plate 29, figures 23-25"
CHAS:Inv:23137.1,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea owascoensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Galba sp.,,,lectotype,,
CHAS:Inv:23651,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, San Francisco County",San Francisco,FROM SPECIMEN: San Franco[?],unknown,,1,in collection,Lymnaea palustris,,,,,"plate 28511 written on the front, but it has been crossed out."
CHAS:Inv:23350.1,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California",no specific locality recorded,FROM SPECIMEN: California,C. D. Vay,,1,in collection,Lymnaea palustris,,,,,"plate 33, figure 24"
CHAS:Inv:23655,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Boulder County",near Ward,FROM SPECIMEN: Near Ward Henderson,unknown,,4,in collection,Lymnaea palustris,,,,,plate 33. 8.20
CHAS:Inv:23424,[CHAS:Mamm]2206,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Alpena County","Alpena, Sugar Island","FROM SPECIMEN: Sugar Island, Near Alpena",unknown,,7,in collection,Lymnaea palustris,,,,,"plate 26, figure 17-20"
CHAS:Inv:23381,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Minnesota, Kittson County",Halma,FROM SPECIMEN: Halma,unknown,,10,in collection,Lymnaea palustris,,,,,"plate 26, figures 21-26"
CHAS:Inv:23387,[CHAS:Mamm]1992,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Montana",Madison Lake,FROM SPECIMEN: Madison Lake,unknown,,2,in collection,Lymnaea palustris,,,,,"plate 33,figure 12-13"
CHAS:Inv:23421.1,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Erie County","Buffalo, Fort Erie",FROM SPECIMEN: Fort Erie,unknown,,4,in collection,Lymnaea palustris,,,,,"plate 26, figure 27-28"
CHAS:Inv:23415,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Monroe County","Lake Ontario, Braddock Bay","FROM SPECIMEN: Braddocks Bay, Lake Ontario",unknown,,6,in collection,Lymnaea palustris,,,,,"plate 26, figure 29-32"
CHAS:Inv:23518.2,[CHAS:Mamm]1294,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco Lake,FROM SPECIMEN: Owasco Lake,unknown,,6,in collection,Lymnaea palustris,,,,,"plate 33, figures 8-10"
CHAS:Inv:23433,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York",no specific locality recorded,FROM SPECIMEN: New York,Bryant Walker,,1,in collection,Lymnaea palustris {Lymnaea palustris walkeriana},Lymnaea palustris {Lymnaea palustris nuttalli},,paratype,,
CHAS:Inv:23412,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,2,in collection,Lymnaea palustris,,,,,"plate 26, figure 33-34"
CHAS:Inv:23652,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Utah, Salt Lake County",Salt Lake City,FROM SPECIMEN: Near Salt Lake,unknown,,1,in collection,Lymnaea palustris,,,,,"plate 53, figure 12"
CHAS:Inv:23345,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Washington, King County",Seattle,FROM SPECIMEN: Seattle,unknown,,1,in collection,Lymnaea palustris,,,,,"plate 33, figure 11"
CHAS:Inv:23388,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Wisconsin, Grant County",Platteville,"FROM SPECIMEN: N. Platte City [Sam Howes, 2017: Platteville, WI?].",unknown,,2,in collection,Lymnaea palustris,,,,,"plate 33, figure 21"
CHAS:Inv:23425,[CHAS:Mamm]1294,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco Lake,FROM SPECIMEN: Owasco Lake,unknown,,11,in collection,Lymnaea palustris,,,,,"plate 33, figure 2-7"
CHAS:Inv:23611,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],James H. Ferriss,,1,in collection,Lymnaea palustris {Lymnaea palustris jolietensis},,,,,"plate 34, figure 29-30"
CHAS:Inv:23453,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,2,in collection,Lymnaea palustris,,,,,"plate 33, fgiure 19"
CHAS:Inv:23987,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Lymnaea palustris,Galba palustris,,,,"plate 18, figure 4"
CHAS:Inv:23672,[CHAS:Mamm]2624,Lymnaea {Lymnaea pilsbryana},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Keeweenaw County, Isle Royale National Park","Isle Royale, Washington Harbor","FROM SPECIMEN: Washington Harbor, Ile Royale",Bryant Walker,,2,in collection,,,,,,"plate 45, figure 29-30"
CHAS:Inv:23773,[CHAS:Mamm]accession unknown,Lymnaea luteola,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,1,in collection,Lymnaea {Lymnaea pinguis},Limnaea pinguis,,,,"plate 57 [crossed out], and plate 34. 8. 34-35[Crossed out]"
CHAS:Inv:23642,[CHAS:Mamm]accession unknown,Lymnaea proxima,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, San Francisco County",San Francisco,FROM SPECIMEN: near San Francisco,Nason Kennicott,,3,in collection,,,,,,"plate 38, figure 9-11"
CHAS:Inv:23800.2,[CHAS:Mamm]accession unknown,Lymnaea pseudopinguis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Long Island","Long Island, Crystal Brook","FROM SPECIMEN: Crystal Brook, Long Island",unknown,,4,in collection,,,,syntype,,"plate 42, figure 9-13"
CHAS:Inv:23800.1,[CHAS:Mamm]accession unknown,Lymnaea pseudopinguis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,lectotype (designated by Dorothea Franzen),,
CHAS:Inv:23802,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea pseudopingus},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Long Island","Long Island, Crystal Brook","FROM SPECIMEN: Crystal Brook, Long Island",unknown,,7,in collection,,,,"""Types"" ","Publication: The Lymnaeidae of North and Middle America, recent and fossil, by Frank Collins Baker (Chicago Academy of Sciences, special publication no. 3), pg. 395; Publication: The Nautilus: Volume 21 (Sept. 1907), pg. 54",
CHAS:Inv:23089,[CHAS:Mamm]accession unknown,Lymnaea randolphi,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Canada, Yukon Territory","Marsh Lake, near Dyea Valley","FROM SPECIMEN: Marsh Lake, near Dyea Valley",unknown,,1,in collection,,,,holotype,"Publication: The Lymnaeidae of North and Middle America, recent and fossil, by Frank Collins Baker (Chicago Academy of Sciences, special publication no. 3), pg. 452-455; Publication: The Nautilus: Volume 18 (May 1905) pg. 63","plate 18, figure 6; plate 46, figure 13; plate 48, 5-12 (All in Baker)"
CHAS:Inv:23090,[CHAS:Mamm]accession unknown,Lymnaea randolphi,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Canada, Yukon Territory","Marsh Lake, near Dyea Valley","FROM SPECIMEN: Marsh Lake, near Dyea Valley, Yukon Territory",unknown,,4,in collection,,,,paratype,,"plate [plate] 48, figure 9-12"
CHAS:Inv:23092,[CHAS:Mamm]accession unknown,Lymnaea randolphi,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,4,in collection,,,,,,"plate 48, figure 5-8"
CHAS:Inv:23675,[CHAS:Mamm]accession unknown,Lymnaea randolphi,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"plate 18, figure 6"
CHAS:Inv:12309,[CHAS:Mamm]981,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County","Joliet, Rock Run","FROM SPECIMEN: Rock Run, Joliet; FROM ORIGINAL CATALOG BOOK: Rock Run, Joliet",James H. Ferriss,,2,in collection,Lymnaea reflexa jolietensis,,,cotype (syntype),"Publication: Bulletin of the Illinois State Laboratory of Natural History, Vol. 7, pg. 106 [Correction to reference suggests specimen is actually Lymnaea elodes jolietensis.]",
CHAS:Inv:23515,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States",Winnebago,FROM SPECIMEN: [IL or WI?],unknown,,1,in collection,,,,,,"plate 35, figure 8"
CHAS:Inv:23634.2,[CHAS:Mamm]accession unknown,Lymnaea reflexa {Lymnaea reflexa crystalensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Crystal Lake,FROM SPECIMEN: Crystal Lake,unknown,,8,in collection,,,,paralectotype,,"plate 35, figures 7-11"
CHAS:Inv:23634.1,[CHAS:Mamm]accession unknown,Lymnaea reflexa {Lymnaea reflexa crystalensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Crystal Lake,FROM SPECIMEN: Crystal Lake,unknown,,1,in collection,,,,lectotype (designated by Dorothea Franzen),,
CHAS:Inv:23606.2,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County","Joliet, Rock Run","FROM SPECIMEN: Rock Run, Joliet [from SC catalog]",unknown,,3,in collection,Lymnaea reflexa jolietensis,,,syntype,,"plate 34, figures 25-38"
CHAS:Inv:23546,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Joliet,FROM SPECIMEN: Joliet,unknown,,9,in collection,Lymnaea reflexa {Lymnaea reflexa pathologis},Stagnicola reflexa {Stagnicola reflexa pathologis},,,,"plate 36, figure 1-6"
CHAS:Inv:23526,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Lockport,FROM SPECIMEN: Lockport,unknown,,2,in collection,Lymnaea reflexa {Lymnaea reflexa pathologis},,,,,"plate 35, figure 20-21"
CHAS:Inv:23572,[CHAS:Mamm]accession unknown,Lymnaea reflexa {Lymnaea reflexa scalaris},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County",Calumet River,FROM SPECIMEN: Calumet River,unknown,,1,in collection,,,,,,"plate 36, figure 12"
CHAS:Inv:23578,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Silver Lake,FROM SPECIMEN: Silver Lake,unknown,,2,in collection,,,,,,"plate 36, figure 18"
CHAS:Inv:23516,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois",Lockford,FROM SPECIMEN: Lockford [Could also be Lockport?],unknown,,1,in collection,,,,,,"plate 35, figure 22"
CHAS:Inv:23525,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Minnesota, Freeborn County","Albert Lea, Albert Lea Lake",FROM SPECIMEN: Lake Albert Lea,H. Heugheil,Bryant Walker,1,in collection,,,,,,"plate 35, figure 18"
CHAS:Inv:23577,[CHAS:Mamm]accession unknown,Lymnaea reflexa {Lymnaea reflexa exilis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States",Calumet River,FROM SPECIMEN: Calumet River,unknown,,2,in collection,,,,,,"plate 36, figure 21-22"
CHAS:Inv:23606.1,[CHAS:Mamm]accession unknown,Lymnaea reflexa,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Lymnaea reflexa jolietensis,,,lectotype (designated by Dorothea Franzen),,
CHAS:Inv:23650,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea rowelii},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, San Francisco County",San Francisco,FROM SPECIMEN: San Francisco,unknown,,4,in collection,,,,,,"plate 38, figure 15-18"
CHAS:Inv:23648,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea rowelli},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, San Francisco County",San Francisco,FROM SPECIMEN: San Francisco,unknown,,2,in collection,,,,,,"plate 38, figure 20-21"
CHAS:Inv:23647,[CHAS:Mamm]2296,Lymnaea {Lymnaea rowelli},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California",no specific locality recorded,FROM SPECIMEN: Am trier?,Jose F. Quadras,,1,in collection,,,,,,"plate 38, figure 19"
CHAS:Inv:23051,[CHAS:Mamm]2479,Lymnaea {Lymnaea sanctaemariae},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Chippewa County",Sault Ste. Marie,FROM SPECIMEN: Saulte St. Marie,Bryant Walker,,5,in collection,,,,,,plate 23 figures 1-3
CHAS:Inv:23926,[CHAS:Mamm]2624,Lymnaea {Lymnaea sanctaemariae},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Keeweenaw County, Isle Royale National Park","Isle Royale, Siskiwit Lake","FROM SPECIMEN: Siskowit Lake, Ile Royale",unknown,,2,in collection,,,,,,plate XXI Figures 6-7
CHAS:Inv:23927,[CHAS:Mamm]2624,Lymnaea stagnalis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Keeweenaw County, Isle Royale National Park","Isle Royale, Siskiwit Lake","FROM SPECIMEN: Siskowit Lake, Ile Royale",Bryant Walker,,3,in collection,Lymnaea {Lymnaea sanctaemariae},,,,,"plate XXI, Figure 4-5"
CHAS:Inv:23052,[CHAS:Mamm]accession unknown,Lymnaea {Lymnaea sanctamariae},Freshwater Pond Snail.,1901-09-01T00:00:00Z,1901-09-01,1901-09-30,"North America, Canada, Ontario","Michipicton Island, Lake Superior","FROM SPECIMEN: Michipicton Island , Lake Superior",Charles Emerson Brown,,1,in collection,,,,,,"plate XXI, figure 2"
CHAS:Inv:23050,[CHAS:Mamm]1974,Lymnaea stagnalis {Lymnaea stagnalis higleyi},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Canada, Ontario","Lake Superior, north shore",FROM SPECIMEN: North Shore L. Superior,unknown,,1,in collection,,,,holotype,Publication: The Nautilus: Volume 18 (May 1905) pg. 142,plate XXI figure1 (Does not correspond to publication)
