COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,part_loc_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_DATE_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_DATE_6,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1032,ekrimmel,1968.2.2,,,,[CHAS:Mamm]1968.2,unidentifiable {Shell},student,Sam Howes,2016-02-16,Shell midden.,[transcribed directly into formatted date fields],1968-02-19,1968-02-19,"North America, United States, Alabama",no specific locality recorded,Dauphin Island,Dawn R. Roberts,2018-01-12,unverified,Mrs. J. W. Davis,collector,CHAS:EH,"INTERNAL NOTES: On label-- ""Shells (base of ancient indian shell mounds)(14th to 15th century)(Dauphin Island, Alabama) 2/19/1968 William F. Anderson State of Alabama Department of Conservation P.O. Box 188 Dauphin Island, Alabama"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-05-21).",,,,,,,object,Good; some chipping.,18,in collection,RVWD: 302: Anth Cab 02: M,,verbatim collector,Mrs. J.W. Davis,Erica Krimmel,2016-03-22,,,,,,description,"Anthropology: shell-from, ""base of ancient indian shell mounds 14th to 15th century Dauphin Island, Alabama.""  Have some cracked edges.",Sam Howes,2016,materials,"organic, shell",Sam Howes,2016,,,,,,,,,14th to 15th century,place of use
1033,ekrimmel,1971.4.1,,,,[CHAS:Mamm]1971.4,"unidentifiable {Debitage, stone}",student,Sam Howes,2016-02-16,"Debitage, stone (Ancestral Puebloan, Mogollon).",[transcribed directly into formatted date fields],1971-02-19,1971-02-19,"North America, United States, New Mexico",no specific locality recorded,Sites along the Rio Grande immediately north of Chochiti Pueblo. New Mexico,Dawn R. Roberts,2018-01-12,unverified,George H. Ewing,collector,CHAS:EH,"INTERNAL NOTES: Note-- ""George, The sherds were collected from sites along the Rio Grand Immediately North of Cochiti Pueblo.  You may wish to add this information to the accession cards for future reference. Walter H. Schwebke."" DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).",,,,,,,object,Good.,20,in collection,RVWD: 302: Anth Cab 02: F,,verbatim collector,George H. Ewing,Erica Krimmel,2016-03-22,culture of origin,"Pueblo, Ancient","Original value prior to data migration into Arctos: Ancestral Puebloan, Mogollon, possibly other Southwest tribes",Sam Howes,2016,description,Anthropology: debitage; variety of stones found mixed in with the pot sherds from Cochiti Pueblo.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1040,ekrimmel,1971.4.2,,,,[CHAS:Mamm]1971.4,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,"Ceramic sherd (Ancestral Puebloan, Basketmaker III).",[transcribed directly into formatted date fields],1971-02-19,1971-02-19,"North America, United States, New Mexico",no specific locality recorded,Sites along the Rio Grande immediately north of Chochiti Pueblo. New Mexico,Dawn R. Roberts,2018-01-12,unverified,George H. Ewing,collector,CHAS:EH,"INTERNAL NOTES: Note-- ""Pot Sherds (assorted) 2/19/1971 [date collected] George H. Ewing Assoc. Director Museum of New Mexico P.O. Box 2087 Santa Fe, New Mexico 87501."" DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).",,,,,,,object,Good.,23,in collection,RVWD: 302: Anth Cab 02: F,,verbatim collector,George H. Ewing,Erica Krimmel,2016-03-22,culture of origin,"Pueblo, Ancient","Original value prior to data migration into Arctos: Ancestral Puebloan, Basketmaker III, possibly other Southwest tribes",Sam Howes,2016,description,"Anthropology: ceramic-sherd; assorted sherds: 10 corrugated, 5 black on red, and 8 black on white.",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1051,ekrimmel,1971.4.3,1843,original identifier,self,[CHAS:Mamm]1971.4,"unidentifiable {Sherd, ceramic}",student,Sam Howes,2016-02-16,"Ceramic sherd (Ancestral Puebloan, Basketmaker III).",[transcribed directly into formatted date fields],1971-02-19,1971-02-19,"North America, United States, New Mexico",no specific locality recorded,Sites along the Rio Grande immediately north of Chochiti Pueblo. New Mexico,Dawn R. Roberts,2018-01-12,unverified,George H. Ewing,collector,CHAS:EH,"INTERNAL NOTES: Note-- ""George, The sherds were collected from sites along the Rio Grand Immediately North of Cochiti Pueblo.  You may wish to add this information to the accession cards for future reference. Walter H. Schwebke"". DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).",,,,,,,object,Good; some adhesive and paper residue from display board.,547,in collection,"RVWD: 302: Anth Cab 02: E, F, G",,verbatim collector,George H. Ewing,Erica Krimmel,2016-03-22,culture of origin,"Pueblo, Ancient","Original value prior to data migration into Arctos: Ancestral Puebloan, Basketmaker III, possibly other Southwest tribes",Sam Howes,2016,description,"Anthropology: ceramic-sherd; assorted sherds. Writing on sherds-- ""Agua Fria ?"", ""Pottery Ruins on Inscri(ption?) K? 1845"". ",Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,,place of use
1025,ekrimmel,1972.11.1,,,,[CHAS:Mamm]1972.11,"unidentifiable {Comb, wood}",student,Sam Howes,2016-02-16,Comb (Watusi).,"[no date recorded, date range based on accession year]",1800,1973-12-31,"Africa, Democratic Republic of the Congo",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good; sticky label attached to artifact.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 180 mm; width 75 mm.,,,,,culture of origin,Hutu and Tutsi,Original value prior to data migration into Arctos: Watusi,Sam Howes,2016,description,"Anthropology: comb-wood; carved comb with cut-out triangles in the handle and wide teeth. Watusi tribe, Congo. On label-- ""Watusi Comb Congo"".",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,,,,,,,,,,place of use
1158,ekrimmel,1972.11.10,,,,[CHAS:Mamm]1972.11,unidentifiable {Fly whisk},student,Sam Howes,2016-02-16,Fly whisk.,"[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Fair; leather handle covering coming undone.,1,in collection,RVWD: 302: Anth Cab 02: J,Dimensions: length-handle-250 mm; length-whisk-450 mm.,,,,,,,,,,description,"Anthropology: fly whisk; handle is wood covered in red leather, which is coming undone, and attached to the palm whisk by metal wire.",Sam Howes,2016,materials,"organic, grass",Sam Howes,2016,materials," organic, wood",Sam Howes,2016,,,,,Egypt?,place of use
1157,ekrimmel,1972.11.11,,,,[CHAS:Mamm]1972.11,unidentifiable {Fly whisk},student,Sam Howes,2016-02-16,Fly whisk.,"[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: J,Dimensions: length-handle-220 mm; length-whisk-430 mm.,,,,,,,,,,description,"Anthropology: fly whisk; handle is woven grass in purple, green, and natural colors and is attached to the grass/palm whisk part by brass wire.",Sam Howes,2016,materials,"organic, grass",Sam Howes,2016,,,,,,,,,Egypt?,place of use
1295,ekrimmel,1972.11.12,,,,[CHAS:Mamm]1972.11,unidentifiable {Tapa cloth},legacy,unknown,,Tapa cloth (Polynesian).,"[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by S. Howes (2016-06-15).,,,,,,,object,Fair. Very fragile.,1,in collection,RVWD: 302: Photo Room,,,,,,culture of origin,Polynesian,Original value prior to data migration into Arctos: Polynesian,Dawn R. Roberts,2018,description,"Anthropology: tapa cloth, likely Polynesian in origin. Beige cloth with black leaf-like patterns. Length 148.5 cm, Width 143.5 cm.",Sam Howes,2016,materials,"organic, bark cloth",Dawn R. Roberts,2018,,,,,,,,,,place of use
1041,ekrimmel,1972.11.2,,,,[CHAS:Mamm]1972.11,"unidentifiable {Comb, wood}",student,Sam Howes,2016-02-16,Comb (Pigmy).,"[no date recorded, date range based on accession year]",1800,1973-12-31,"Africa, Democratic Republic of the Congo",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good; sticky label obscures design on back.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 88 mm; width 44 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Pigmy,Dawn R. Roberts,2018,description,"Anthropology: comb-wood; carved circular comb with small metal bristles.  Handle is diamond shaped with an incised diamond; Back has an incised geometric design obscured by label, ""Original pigmy comb.""",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials, metal,Sam Howes,2016,,,,,,place of use
1052,ekrimmel,1972.11.3,,,,[CHAS:Mamm]1972.11,"unidentifiable {Vessel, gourd}",student,Sam Howes,2016-02-16,Gourd vessel (Masai).,"[no date recorded, date range based on accession year]",1800,1973-12-31,Africa,no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: A,,,,,,culture of origin,Masai,Original value prior to data migration into Arctos: Masai,Sam Howes,2016,description,"Anthropology: gourd container; On label: ""Masai Tribe gourd for carrying milk mixed with blood-their diet."" Gourd is brown, has rawhide strap decorated with shells. Orange, white, and blue beads along the cap.",Sam Howes,2016,materials,"organic, gourd",Sam Howes,2016,,,,,,,,,"""Masai Tribe gourd for carrying milk mixed with blood-their diet.""",place of use
1053,ekrimmel,1972.11.4,18,original identifier,self,[CHAS:Mamm]1972.11,"unidentifiable {Musical instrument, string}",student,Sam Howes,2016-02-16,Stringed instrument (Berber).,"[no date recorded, date range based on accession year]",1800,1973-12-31,Africa,no specific locality recorded,West Africa,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: H,Dimensions: length 645 mm; width 100 mm.,materials,"synthetic, nylon",Sam Howes,2016,culture of origin,Berber,Original value prior to data migration into Arctos: Berber,Sam Howes,2016,description,"Anthropology: musical instrument-stringed-Berber tribe; 3 nylon strings attached to round wood neck by leather strips; long, narrow body-back is hard, dark brown wood and front is tan leather attached with metal tacks.  Hole in front where neck and strings end. On label: ""Berber tribe instrument-old-West Africa.""",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials," organic, leather",Sam Howes,2016,materials, metal,Sam Howes,2016,,place of use
1054,ekrimmel,1972.11.5,6,original identifier,self,[CHAS:Mamm]1972.11,"unidentifiable {Musical instrument, music box}",student,Sam Howes,2016-02-16,Music box (Pigmy).,"[no date recorded, date range based on accession year]",1800,1973-12-31,Africa,no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: H,Dimensions: length 270 mm; width 101 mm.,,,,,,,,,,description,"Anthropology: musical instrument-thumb piano; Hollow wooden box carved from 1 piece of wood; 1 small and 1 large hole on back. Metal ""keys"" attached to the top and held on with pieces of metal and fibers. Labeled, ""Pigmy Music Box"".",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials, metal,Sam Howes,2016,,,,,,place of use
1055,ekrimmel,1972.11.6,12,original identifier,self,[CHAS:Mamm]1972.11,"unidentifiable {Musical instrument, drum}",student,Sam Howes,2016-02-16,Drum (Formosa).,"[no date recorded, date range based on accession year]",1800,1973-12-31,Africa,no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: H,Dimensions: length 305 mm; width 38 mm; depth 65 mm.,,,,,,,,,,description,"Anthropology: musical instrument-drum; wood drum with handle. Painted brown with incised designs and human figures.  2 beads on strings are attached to each side of the drum head.  They hit the head and make noise when you twist the handle between your hands. On label-- ""12-Formosa Musical Instrument.""",Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials," organic, leather",Sam Howes,2016,,,,,,place of use
1056,ekrimmel,1972.11.7,,,,[CHAS:Mamm]1972.11,"unidentifiable {Utensil, spoon}",student,Sam Howes,2016-02-16,"Spoon, made of wood.","[no date recorded, date range based on accession year]",1800,1973-12-31,Africa,no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Sam Howes (2016-02-09).,,,,,,,object,Good; very fragile.,1,in collection,RVWD: 302: Anth Cab 01: A,Dimensions: length 252 mm; width 58 mm.,,,,,,,,,,description,Anthropology: spoon-wood and bird beak (?); handle of carved wood attached to bird beak bowl by reed/grass string.,Sam Howes,2016,materials,"organic, wood",Sam Howes,2016,materials," organic, bone, flamingo",Sam Howes,2016,materials," organic, grass",Sam Howes,2016,"""Phoenicopterus Flamingo Ajaia spoonbill""",place of use
1085,ekrimmel,1972.11.8,,,,[CHAS:Mamm]1972.11,"unidentifiable {Pipe, beaded}",student,Sam Howes,2016-02-16,Pipe.,"[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-22).,,,,,,,object,Good; may have been used.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 350 mm; depth75 mm.,,,,,,,,,,description,"Anthropology: pipe; long wooden tube with a beaded cover (white, red, blue, yellow). Black ceramic bowl with small amount of damage; triangle designs on bowl.",Sam Howes,2016,materials,"organic, wood",Dawn R. Roberts,2018,materials, ceramic,Dawn R. Roberts,2018,,,,,,place of use
1095,ekrimmel,1972.11.9,,,,[CHAS:Mamm]1972.11,"unidentifiable {Bowl, gourd}",student,Sam Howes,2016-02-16,Gourd bowl.,"[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-03-02).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: C,Dimensions: circumference 745 mm; diameter 270 mm.,,,,,,,,,,description,"Anthropology: gourd bowl; large, tan bowl with incised triangular and stripe designs and a large star on the bottom.  3 strands of white beads are attached to one side secured by two turquoise beads on the inside.  ""D. Alony"" carved into one side (likely the artist or owner).",Sam Howes,2016,materials,"organic, gourd",Sam Howes,2016,,,,,,,,,,place of use
1086,ekrimmel,1972.9.1,,,,[CHAS:Mamm]1972.9,"unidentifiable {Pipe, stone}",student,Sam Howes,2016-02-16,"Pipe, made of pipestone.","[no date recorded, date range based on accession year]",1800,1973-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-23).,,,,,,,object,Good; some scratches and marks.,1,in collection,RVWD: 302: Anth Cab 01: G,Dimensions: length 110 mm; width 66 mm.,,,,,,,,,,description,"Anthropology: pipe-pipestone; dark gray stone (black pipestone) pipe with a decorative ""sail."" Small holes in the bowl and stem, but they do not go all the way through.",Sam Howes,2016,materials,"stone, pipestone",Sam Howes,2016,,,,,,,,,,place of use
