COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
136,ekrimmel,17040.1,17040a,CHAS:Ento,self,[CHAS:Mamm]1408,Epitheca princeps,legacy,unknown,,Dragonfly.,June,1800-06-01,2017-06-30,"North America, United States, Illinois, Cook County",Riverside,"[transcribed directly into formatted locality fields]; FROM ORIGINAL CATALOG BOOK: Riverside, Ill. [Illinois]",Erica Krimmel,2017-05-20,unverified,,,,,Oliver S. Westcott,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 17040) has been divided into two records because of a discrepancy between the information on the specimen and the information in the record book. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2008-10-23). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),"Poor. Held together by pin, adhesive visible.",1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,verbatim collector,Westcott,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
137,ekrimmel,2017.10.11601,13579,CHAS:Ento,self,[CHAS:Mamm]2017.10,Gomphidae,legacy,unknown,,Dragonfly.,Sun Jun 24 1906,1906-06-24,1906-06-24,"North America, United States, Illinois, Cook County",Summitt,FROM SPECIMEN: Summitt,Erica Krimmel,2017-05-20,unverified,,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: CHAS:Ento:13579 and CHAS:Ento:2017.10.11601 found attached together during 2009-2010 inventory. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Minor wing damage.,1,in collection,Number of specimens from records: 2 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
138,ekrimmel,2017.10.11602,,,,[CHAS:Mamm]2017.10,Gomphus graslinellus,legacy,Leonara K. Gloyd,1938,Dragonfly.,6/1898,1898-06-01,1898-06-30,"North America, United States, Illinois, Cook County",Riverside,FROM SPECIMEN: Riverside,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),"Good. Held together by pin, right wings damaged.",1,in collection,,,,,,,,,,,sex,female,,unknown,,,,,,accepted place of collection
139,ekrimmel,2017.10.11603,,,,[CHAS:Mamm]2017.10,Gomphus graslinellus,legacy,unknown,,Dragonfly.,6/13/1897,1897-06-13,1897-06-13,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing head and tip of abdomen.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
140,ekrimmel,1899.1408.1,,,,[CHAS:Mamm]1408,Erythemis simpliciollis,legacy,Leonara K. Gloyd,1938,Dragonfly.,7/1897,1897-07-01,1897-07-31,"North America, United States, Illinois, DuPage County",Glen Ellyn,FROM SPECIMEN: Glen Ellyn,Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,"""W.E.L""",2018-01-19,Erica Krimmel,sex,male,,W. E. Longley,,,,,,accepted place of collection
141,ekrimmel,1987.5.80,George Hulse-D3,collector number,self,[CHAS:Mamm]1987.5,Erythemis simpliciollis,legacy,unknown,,Dragonfly.,Fri Jul 03 1987,1987-07-03,1987-07-03,"North America, United States, Illinois, Cook County","Northbrook, Somme Woods Prairie (NW corner of Waukegan and Dundee Roads)","FROM SPECIMEN: Somme[Somme Woods Prairie, northwest corner of Waukegan and Dundee Roads]",Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,George Hulse,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
142,ekrimmel,2017.10.11604,,,,[CHAS:Mamm]2017.10,Sympetrum rubicundulum,legacy,Leonara K. Gloyd,1938,Dragonfly.,7/26/1892,1892-07-26,1892-07-26,"North America, United States, Illinois, Cook County",Chicago,FROM SPECIMEN: Chicago,Erica Krimmel,2017-05-20,unverified,,,,,J. E. McDade,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,J.E. Mc Dade,2018-01-19,Erica Krimmel,sex,female,,J. E. McDade,,,,,,accepted place of collection
143,ekrimmel,17032,,,,[CHAS:Mamm]1408,Sympetrum rubicundulum,legacy,unknown,,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois],Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-27). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Poor.,2,in collection,Number of specimens from records: 3 (Original Catalog Book).,whole organism (pinned),unchecked,2,missing,,verbatim collector,W.E. Longley,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
144,ekrimmel,13539.1,13539a,CHAS:Ento,self,[CHAS:Mamm]accession unknown,Erythemis simplicicollis,legacy,Leonara K. Gloyd,1938,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Indiana",no specific locality recorded,"FROM SPECIMEN: Indiana; FROM ORIGINAL CATALOG BOOK: N. Ill. [Northern Illinois], Mass. [Massachusetts]",Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 13539) has been split from the original catalogue book record as specimen label information does not correspond to data in the catalogue book. Specimen has label from W.E.L. as well as Andrew Bolter, who likely donated the specimen. Need to research discrepancy (D. Roberts 2016-02-27). Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Poor.,1,in collection,Number of specimens from records: 2 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,verbatim collector,W.E. Longley,2018-01-19,Erica Krimmel,sex,female,,W. E. Longley,,,,,,accepted place of collection
145,ekrimmel,17034,,,,[CHAS:Mamm]1408,Erythemis simplicicollis,legacy,unknown,,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois, Cook County",Riverside,"FROM SPECIMEN: Riverside; FROM ORIGINAL CATALOG BOOK: Riverside, Ill. [Illinois]",Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Poor. Probable pest damage.,1,in collection,Number of specimens from records: 2 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,verbatim collector,W.E. Longley,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
146,ekrimmel,17033,,,,[CHAS:Mamm]1408,Sympetrum vicinum,legacy,unknown,,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois; FROM ORIGINAL CATALOG BOOK: C.L.,Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Poor. Missing abdomen and right rear wing.,1,in collection,Number of specimens from records: 2 (Original Catalog Book).,whole organism (pinned),unchecked,1,missing,,verbatim collector,W.E. Longley,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
147,ekrimmel,1987.5.81,George Hulse-DD10,collector number,self,[CHAS:Mamm]1987.5,Anisoptera sp.,legacy,unknown,,Dragonfly.,Thu Jul 09 1987,1987-07-09,1987-07-09,"North America, United States, Illinois, Cook County","Chicago, Humboldt Park S of North Avenue, between California and Kedzie","FROM SPECIMEN: HP [Humboldt Park, south of North Ave, between California &Kedzie]",Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,nymph,,unknown,,accepted place of collection
148,ekrimmel,2017.10.11605,,,,[CHAS:Mamm]2017.10,Anisoptera sp.,legacy,unknown,,Dragonfly.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,nymph,,unknown,,accepted place of collection
149,ekrimmel,2017.10.11606,,,,[CHAS:Mamm]2017.10,Erythemis simpliciollis,legacy,Leonara K. Gloyd,1938,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Abdomen detached.,1,in collection,Abdomen repaired by M. Portala 2016-03-02.,,,,,,,,,,sex,female,,unknown,,,,,,accepted place of collection
150,ekrimmel,1990.1.31,,,,[CHAS:Mamm]1990.1,Erythemis simpliciollis,legacy,unknown,,Dragonfly.,Sun Jul 09 1989,1989-07-09,1989-07-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",FROM SPECIMEN: Jackson Park,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
151,ekrimmel,1990.1.32,,,,[CHAS:Mamm]1990.1,Erythemis simpliciollis,legacy,unknown,,Dragonfly.,Sun Jul 08 1990,1990-07-08,1990-07-08,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",FROM SPECIMEN: Jackson Park,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
152,ekrimmel,1990.1.33,,,,[CHAS:Mamm]1990.1,Erythemis simpliciollis,legacy,unknown,,Dragonfly.,Sun Jul 08 1990,1990-07-08,1990-07-08,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",FROM SPECIMEN: Jackson Park,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
153,ekrimmel,1987.5.82,George Hulse-D5,collector number,self,[CHAS:Mamm]1987.5,Libellulidae sp.,legacy,unknown,,Dragonfly.,Sat Jul 04 1987,1987-07-04,1987-07-04,"North America, United States, Illinois, Cook County","Chicago, Humboldt Park S of North Avenue, between California and Kedzie","FROM SPECIMEN: HP [Humboldt Park, south of North Ave, between California &Kedzie]",Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Head missing.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
154,ekrimmel,1987.5.83,George Hulse-D14,collector number,self,[CHAS:Mamm]1987.5,Libellulidae sp.,legacy,unknown,,Dragonfly.,Sat Aug 15 1987,1987-08-15,1987-08-15,"North America, United States, Illinois, Cook County","Chicago, Vine St and North Ave",FROM SPECIMEN: Vine + North [Field by Vine and North Ave],Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
155,ekrimmel,2017.10.11607,,,,[CHAS:Mamm]2017.10,Libellulidae sp.,legacy,unknown,,Dragonfly.,7/1897,1897-07-01,1897-07-31,"North America, United States, Illinois, DuPage County",Glen Ellyn,FROM SPECIMEN: Glen Ellyn,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),"Poor. Held together by pin, missing top left wing.",1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
