COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
90,ekrimmel,1983.8.30,HIS-047,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-lens},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, New York, Monroe County",Rochester,[transcribed directly into formatted locality fields],B. McNamara,2010-03-30,unverified,Bausch and Lomb,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-03-30).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 25 mm; depth = 56 mm.,verbatim collector,Bausch & Lomb Co. (with a Bolex attachment),Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-lens-micro tessar 48 mm-No. LY 1275; small metal cylinder alternating between the colors silver and black along its length.  3 major ridged areas.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,150,US dollar,Valued at $150 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
91,ekrimmel,1983.8.31,HIS-048,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-lens-focusing},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-03-30,unverified,Stylophoto,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Missing leather pouch listed with on donation sheet. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-03-30).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 27 mm; height = 116 mm; depth = 44 mm.,verbatim collector,Stylophot,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-lens-focusing-Roussel Anastigmat 1/3.5 F=27 mm; roughly submarine shaped device with a small lens in the center and a view finder above it.  There is a place for film in the back.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,10,US dollar,Valued at $10 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
92,ekrimmel,1983.8.32,HIS-049,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {moisture tester},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,Weston Electric Instruments,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Fair. Handle of probe falls off.,1,in collection,Number of Pieces: 5. Dimensions: length = 80 mm; height = 110 mm; depth = 115 mm.,verbatim collector,Weston Electric Instruments,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. moisture tester-for wood; rectangular black box with a gage on front.  Readings taken with attached needle probe.  Mallet, manual, and extra probes included.  All in a black leather case.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,20,US dollar,Valued at $20 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
93,ekrimmel,1983.8.33,HIS-051,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-filter},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,Tiffen,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good. Missing one filter.,1,in collection,Number of Pieces: 2. Dimensions: diameter = 31 mm.,verbatim collector,Tiffen,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. filter-Tiffen; clear circular filter in a plastic case,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,15,US dollar,Valued at $15 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
94,ekrimmel,1983.8.34,HIS-064,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-sickled},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-03-30,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-03-30).",object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 170 mm; height = 25 mm.,,,,,description,SCIENTIFIC HISTORY. razor-sickled; wooden handle in which a curved blade is set.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
95,ekrimmel,1983.8.35,HIS-065,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-03-30,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-03-30).",object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 195 mm; height = 20 mm.,,,,,description,"SCIENTIFIC HISTORY. razor-straight; wooden handle holds a long, straight razor that is sharpened on only one side.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
96,ekrimmel,1983.8.36,HIS-066,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {awl},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-03-30,unverified,Sportsman's Post,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-03-30). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-03-30).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 115 mm; height = 25 mm.,verbatim collector,Sportsman's Post,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. awl; wooden handle with two nails and a clamp on one end, which is covered by a conical top.  Waxed thread is wound around the nails.  Bobbin inside handle.  In original box with manual.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
97,ekrimmel,1983.8.37,HIS-067,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microtome-knife},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 160 mm; height = 20 mm.,verbatim collector,Swift,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. microtome-knife; stainless steel handle and blade.  Blade is rectangular and flat.  In a wooden box.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
98,ekrimmel,1983.8.38,HIS-068,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-slides},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).",object,Good.,1,in collection,Number of Pieces: 4.,,,,,description,SCIENTIFIC HISTORY. microscope-slides; four slides in a wooden box.  2 have magnifying properties and 2 are compression chambers.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
99,ekrimmel,1983.8.39,HIS-069,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {pipettes},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).",object,Good. Some are dirty from use.,1,in collection,Number of Pieces: 26. Dimensions: height = 102 mm; diameter = 7 mm.,,,,,description,SCIENTIFIC HISTORY. pipettes; glass tubes with black rubber tops,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
100,ekrimmel,1983.8.40,HIS-070,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {knife sharpener},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,Apex,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 31 mm; height = 125 mm.,verbatim collector,Apex,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. knife sharpener; green wooden handle with a steel top.  Top has 2 circle attached to a ""stem"" with a hook on one side.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
101,ekrimmel,1983.8.41,HIS-071,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {ruler},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 170 mm; height = 25 mm.,verbatim collector,Post,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. ruler; white plastic ruler with a yellow stripe down the center.  Includes both inches and centimeters.  In a leather case.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
102,ekrimmel,1983.8.42,HIS-073,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 245 mm; height = 12 mm.,verbatim collector,Claus,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. razor-straight; yellow handle into which blade folds.  Blade is flat and rectangular with a curved, non-sharpened part that extends beyond the handle when closed.  In a Torey Razor Co. box.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
103,ekrimmel,1983.8.43,HIS-074,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,Carl Melcher,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 245 mm; height = 20 mm.,verbatim collector,Carl Melcher,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. razor-straight; curved black plastic handle with a rectangular steel blade that folds into it.  Blade has a non-sharpened curved piece on the back end that extends from handle when closed.  In a Carl Melcher box.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
104,ekrimmel,1983.8.44,HIS-075,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 245 mm; height = 20 mm.,verbatim collector,Adams,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. razor-straight; chrome-plated, slightly curved handle with a flat, rectangular blade that folds into it.  When closed, a curved part at the tail end of the blade extends from handle.  In a black box with obscured label.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
105,ekrimmel,1983.8.45,HIS-076,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,Kinfolks Incorporated,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 235 mm; height = 12 mm.,verbatim collector,Kinfolks Inc.,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. razor-straight; yellow handle engraved with Wedge-Kinfolks Inc. on one side and Mack on the other.  Flat, rectangular blade folds into handle with a non-sharpened, curved part that extends.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
106,ekrimmel,1983.8.46,HIS-078,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {razor-straight},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-02,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Part of Leon Urbain's ""junk box"" (wooden box that largely contains cutting tools). DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-02). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-02).",object,"Poor. Rusty, pieces of blade missing, parts of handle melted.",1,in collection,Number of Pieces: 1. Dimensions: length = 245 mm; height = 16 mm.,verbatim collector,Griffan,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. razor-straight; black, slightly curved handle which blade folds into.  Blade originally flat and rectangular, but 2-3 crescent-shaped pieces now missing from the edge.  When folded, curved part of the blade extends from handle.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
