COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_TYPE
266,ekrimmel,E2017H.13,[CHAS:Mamm]E2017H,Crotalus horridus,legacy,unknown,,Timber Rattlesnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-10-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2015-10-21.",,,,,,,,,,skull,Good. Number of pieces: 2.,1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" IS one of the 24 specimens on the provided list. Original tagging: ""Crotalus h. horridus"" and ""Zoo Specimen ED KAPUS."" Venomous species.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
166,ekrimmel,E2017H.14,[CHAS:Mamm]E2017H,Boa constrictor,legacy,unknown,,Boa Constrictor.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,"Good. 2017: skull needs a bit of cleaning. also, right side of mandible is detatched. Number of pieces: 4.",1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" but not one of the 24 specimens on the provided list. Original tagging: ""Constrictor constrictor,"" Constrictor constrictor"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
168,ekrimmel,E2017C.1012,[CHAS:Mamm]E2017C,Corallus cookii,legacy,unknown,,Cook's Tree Boa.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: skeleton's bones are loose. Number of pieces: 17.,1,in collection,"Skull and vertebrae. Original tag: ""Cook's Tree Boa Corallus cookii.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
169,ekrimmel,E2017H.15,[CHAS:Mamm]E2017H,Eunectes murinus,legacy,unknown,,Green Anaconda.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. Number of pieces: 3.,1,in collection,"Skull and vertebrae. Original tag: ""Eunectes murinus"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
174,ekrimmel,E2017H.16,[CHAS:Mamm]E2017H,Boiga dendrophila,legacy,unknown,,Gold-ringed Cat Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,"Fair. 2017: lots of remaining tissue, including remainder of the eyes. Number of pieces: 6.",1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" but not one of the 24 specimens on the provided list. Original tagging: ""Boiga dendrophila,"" ""Boiga dendrophila,"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
176,ekrimmel,E2017H.17,[CHAS:Mamm]E2017H,Chrysopelea sp.,legacy,unknown,,Flying Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-17). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: lots of remaining tissue. Number of pieces: 3.,1,in collection,"Skull and vertebrae. Original tag: ""Zoo Specimen ED KAPUS"" and ""Chrysopelea.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
179,ekrimmel,E2017H.18,[CHAS:Mamm]E2017H,Coluber constrictor mormon,legacy,unknown,,Western Yellow-bellied Racer.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-02-29). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: bottom half of the jaw is in two pieces.,1,in collection,"Skull and vertebrae. Two tags in container say 1)"" zoo specimen ED KAPUS"" 2) ""Coluber c. mormon."" Also, bottom half of jaw is in two pieces.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
182,ekrimmel,E2017H.19,[CHAS:Mamm]E2017H,Drymarchon couperi,legacy,unknown,,Eastern Indigo Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Fair. 2017: lots of remaining tissue. Number of pieces: 3.,1,in collection,"Skull and vertebrae, some tendon residue. Found within the box of the ""Ed Kapus Collection,"" but not one of the 24 specimens on the provided list. Original tagging: ""Drymarchon corais,"" ""Drymarchon corais,"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
194,ekrimmel,E2017H.20,[CHAS:Mamm]E2017H,Lampropeltis getula,legacy,unknown,,Common Kingsnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: some remaining tissue. Number of pieces: 3.,1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" but not one of the 24 specimens on the provided list. Original tagging: ""Lampropeltis getulus,"" ""Lampropeltis getulus,"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
224,ekrimmel,E2017H.21,[CHAS:Mamm]E2017H,Hemachatus haemachatus,legacy,unknown,,Ring-necked Spitting Cobra.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-02-29). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Excellent. Number of pieces: 3.,1,in collection,"Skull and vertebrae. Two tags in container say 1)"" zoo specimen ED KAPUS"" 2) ""Hemachatus haemachatus."" Also, bottom half of jaw is in two pieces. Venomous species.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
244,ekrimmel,E2017H.22,[CHAS:Mamm]E2017H,Morelia spilota,legacy,unknown,,Carpet Python.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. Number of pieces: 5.,1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" but not one of the 24 specimens on the provided list. Original tagging: ""Morelia spilota, Lincoln Park Zoo.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
247,ekrimmel,E2017H.23,[CHAS:Mamm]E2017H,Python sebae,legacy,unknown,,African Rock Python.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: some remaining tissue. Number of pieces: 8.,1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" IS one of the 24 specimens on the provided list. Original tagging: ""Python sebae,"" ""Python sebae,"" and ""Zoo Specimen ED KAPUS.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
257,ekrimmel,E2017C.1013,[CHAS:Mamm]E2017C,Agkistrodon bilineatus,legacy,unknown,,Mexican Moccasin.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-17). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: fair amount of tissue remaining. Number of pieces: 7.,1,in collection,"Skull and pieces of spine. Original tag: ""Ankistrodon bilineatus."" Venomous species.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
261,ekrimmel,E2017C.1014,[CHAS:Mamm]E2017C,Bitis arietans,legacy,unknown,,Puff Adder.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-17). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Good. 2017: fair amount of tissue remaining. Number of pieces: 3.,1,in collection,"Original tag: ""Bitis arietans."" Venomous species.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
264,ekrimmel,E2017C.1015,[CHAS:Mamm]E2017C,Crotalus atrox,legacy,unknown,,Western Diamondback Rattlesnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-08,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: Loan, PNNM, event, Supper with the Snakes, 10/30/2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-17). Record last updated in Excel by Dawn R. Roberts on 2017-07-08.",,,,,,,,,,skull,Fair. 2017: there appears to be some sort of glue and reside on the right side of both skulls.,1,in collection,"Skull and vertebrae. Original tag: ""Crotalus atrox.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
162,ekrimmel,E2017C.1016,[CHAS:Mamm]E2017C,Draco volans,legacy,unknown,,Flying Dragon.,[received date: 1981],1800,1981-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Butterfly Enterprises. Was purchased in 1981. Comes with reciept dated 9-18-81 and long note from Chuck Danni of Ianni Butterfly Enterprises, Cleveland, Ohio. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",e1041503-1991-4961-bab8-75201e0000d1,UUID,self,,,,050416,collector number,self,skull,"Good. 2017: however, in its packaging, there is tape that appears to be attached to the specimen.",1,in collection,"Full Skeleton and skull on piece of cardboard. Number ""050416"" hand written on cardboard, likely from commercial seller.",skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
165,ekrimmel,E2017C.1017,[CHAS:Mamm]E2017C,Alligator mississippiensis,legacy,unknown,,American Alligator.,[no date recorded],1800,2017-12-06,"North America, United States, Florida, Wakulla County",no specific locality recorded,"Wakulla, FL",Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,skull,unchecked,4,in collection,"Teeth only; in vial, no other data",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
167,ekrimmel,E2017H.24,[CHAS:Mamm]E2017H,Boa sp.,legacy,unknown,,Boa Constrictor. Family and genus in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-06-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-06-17.",,,,,,,,,,skull,"Fair. 2017: quite dirty. also, spine is very loose. Number of pieces: 5.",1,in collection,"Skull and vertebrae. Found within the box of the ""Ed Kapus Collection,"" could possibly be one of the two unidentified specimens on the provided list. Original tagging: ""This is, I think, a boa. From From Boidae. Laura Brodie. Its Boidae.""","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
129,ekrimmel,E2017C.1018,[CHAS:Mamm]E2017C,Bufo sp.,legacy,unknown,,True Toad.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-17). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,skull,Good. 2017: some skin still on the skull. some pieces of skeleton missing. Number of pieces: 9.,1,in collection,"Skull, small bits of skin, and partial skeleton. Original tag: ""FIC Bufo Sp. Toad""",skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
130,ekrimmel,E2017C.1019,[CHAS:Mamm]E2017C,Bufo sp.,legacy,unknown,,Toad.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Dawn Roberts (2011-10-06). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,skull,"Good. 2017: some tendons still present as parts of skeleton are still attached, dermestid larvae casings present.",1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
171,ekrimmel,E2017C.1020,[CHAS:Mamm]E2017C,Chelydra sp.,legacy,unknown,,Snapping Turtle.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-06-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by S. Clarren (2012-02-29). Record last updated in Excel by Dawn R. Roberts on 2017-06-17.",,,,,,,,,,skull,Good.,1,in collection,"Skull and partial skeleton, disarticulated, of Chelydra specimen",skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
183,ekrimmel,E2017C.1021,[CHAS:Mamm]E2017C,Drymarchon couperi,legacy,unknown,,Eastern Indigo Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-06-17,unverified,Walter L. Necker,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by S. Clarren (2012-04-10). Record last updated in Excel by Dawn R. Roberts on 2017-06-17.",,,,,,,,,,skull,Good. Number of pieces: 20.,1,in collection,"Skull and vertebrae, disarticulated. Original tag: ""Drymarchon corais couperi (male) Property of W.L. Necker.""","skeleton, partial",unchecked,1,in collection,,verbatim collector,Walter L. Necker,2017-12-06,Erica Krimmel,sex,male,2017-12-06,unknown,,,,,,,,,accepted place of collection
