"ACCN_NUMBER","CRMK"
"1965.29","Ovenbird-discard; Sparrow? (yellow above eye) brought in by cat-end of April-Willmette-discard; Great Blue Heron-Alcohol Collection-Caught by Evanston Dog Warden on patio where had spent night, 5-7-65. Oil on wings and under body. Convulsions becoming worse. Sodium thiosulphate, calcium diphosphate, ambex, in wing veins. Died 2 am 5-8-65. Autopsy: female, has been laying eggs, gall bladder full, degeneration of iver and kidneys; Lesser Scaup, female-Alcohol Collection-found on beach, Highland Park, 5-3-65. Brough by Mr. Pauld Downing. Appears sedated. Shot in gizzard observed in x-ray. Many injections in wing veins and breast for purpose of nutrition. Massive dose castor oil. Attempt to flush gizzard with double tubes-washed out some gravel, no lead. Improved and on feet. Continued feeding. 5-9-65 sour crop. Died. Autopsy: many shot in gizzard thru which nothing was passing, proventriculum filled with food. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Ovenbird-discarded; Sparrow-discarded. Verbatim received from agent: Frances Poe. Date collected: May 7, 1965-great blue heron. Origin of material: [Wilmette-sparrow; Evanston-great blue heron; Highland Park-lesser scaup]."
"1965.3","Study skin, brought in by 10 year old boy. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Larry Ihnatiuk. Collected/created by 10 year old boy."
"1965.4","Study skin - Iannorone. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mrs. Jean B. Washington. Collected/created by Mrs. Jean B. Washington, April 27, 1965. Origin of material: yard at 1424 N. Orleans Street, Chicago 10, Illinois."
"1965.5","Head placed in C.A.S. avians in alcohol collection. Flew against plate glass window, lived about two hours. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Pearl Vombrack. Date collected: April 30, 1965. Origin of material: Chicago Loop, 211 W. Madison[Chicago, Illinois]."
"1965.6","Dead when picked up. Study skin. Sex? Not mountable. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Florence Cummings. Collected/created by Miss Cummings, May 10, 1965. Origin of material: north side Inland Steel Chicago Loop."
"1965.7","Bird found by a glass door; evidently had been killed by flying into glass. North library door: wind from the west at approximately 15 mph. Temperature in 80s. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: August Pivorunas. Collected/created by August Pivorunas, June 28, 1965. Origin of material: By a glass door at the Chicago Academy of Sciences[Clark Street address] Chicago, Illinois."
"1965.8","In attic. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Walter H. Schwebke. Collected/created by Walter H. Schwebke, August 1965. Origin of material: Pecos, New Mexico."
"1966","Information from accession book. Verbatim received from agent: Alexander Kwiat. Origin of material: Chicago [Illinois]."
"1966.1","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Tim and Jeffery MacIntyre. Origin of material: Indian ornament from Quebec, Canada."
"1967","Information from accession book. Verbatim received from agent: Alexander Kwiat. Origin of material: Chicago [Illinois]."
"1967.10",". Verbatim received from agent: Dr. David E. Sanquist Collected/created by Dr. David E. Sanquist. Origin of material: under 1st National Bank, downtown Chicago, Illinois."
"1967.1","letter in filefolders, found with specimen Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mrs. Helen R. Smith. Verbatim agency associated with: McCormick Y.W.C.A. Origin of material: Fruitville, Utah."
"1967.11",". Verbatim received from agent: Russell Steel, Jr. Collected/created by R. Steel, Jr., See tags. Origin of material: St. Germain, Vilas Co., Wisconsin."
"1967.2","Correspondence in Transfers-1967 and copies in Accessions-1967. originally 79 birds, 8 mammals, and 750 botanical specimens were given to Academy, according to list in file, ony 39 bird specimens and botanical specimens were retained, the rest of the specimens were given to individuals or sent to the Little Red School House, all these specimens were cited as ""poor"" specimens. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim agency associated with: DePaul University. Origin of material: various localites."
"1967.3","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Walter H. Schwebke. Collected/created by Walter H. Schwebke, August 1964. Origin of material: San Juan Pueblo."
"1967.4","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Walter H. Schwebke. Collected/created by Walter H. Schwebke, August 1964. Origin of material: Santa Clara Pueblo."
"1967.5","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: David K. Webb, Jr.. Verbatim agency associated with: State of Ohio, Division of Geological Survey. Collected/created by David K. Webb, Jr., October 2, 1967. Origin of material: Brownsville, Ohio."
"1967.6","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Larry N. Stout. Verbatim agency associated with: Division of Geological Survey. Collected/created by Larry N. Stout, November 8,1967. Origin of material: souteast Missouri."
"1967.7","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. Paul Gerdemann. Verbatim agency associated with: St. Joseph Lead Co. Collected/created by Mr. Paul Gerdemann. Origin of material: Bonne Terre, Missouri."
"1967.8","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Helene Warren. Verbatim agency associated with: Museum of New Mexico. Collected/created by Helene Warren, November 6, 1967. Origin of material: Polvadera Peak, Jemez Mountains, South of Canones, New Mexico."
"1967.9","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Preston McGrain, Assistant state Geologist. Verbatim agency associated with: Kentucky Geological Survey, University of Kentucky. Collected/created by Preston McGrain, December 8, 1967. Origin of material: Southwestern Harrison County, Indiana."
"1968","Information from accession book. Verbatim received from agent: Alexander Kwiat. Origin of material: Chicago [Illinois]."
"1968.10","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Lester Ziffren. Verbatim agency associated with: Kennecott Copper Corp. Collected/created by Lester Ziffren, August 1968. Origin of material: Chino Mines Division, Hurley, New Mexico."
"1968.1","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: R.G. Peets, Manager. Verbatim agency associated with: Meramec Mining Company. Collected/created by R.G. Peets, February 8,1968. Origin of material: Sullivan, Missouri."
"1968.11","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Tony Wirtel. Collected/created by Tony Wirtel, August 1968. Origin of material: Antioch, Illinois, Theelen Gravel and Sand Service."
"1968.12","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: William T. Farrell. Date collected: summer 1968. Origin of material: Illinois."
"1968.14","Worth $19.00. Gift 1976. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Hugh A. Swingle. Verbatim agency associated with: Department of Conservation, State of Alabama. Collected/created by Hugh A. Swingle, September 18, 1968."
"1968.16","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Walter H. Schwebke. Collected/created by Walter H. Schwebke, August 17, 1968. Origin of material: Soda Dam, Jemez Springs, New Mexico."
"1968.17","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mrs. Helene Warren. Verbatim agency associated with: Museum of New Mexico. Collected/created by Mrs. Helene Warren, August 13, 1968. Origin of material: Youngsville, New Mexico."
"1968.18","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: George Iannarone. Collected/created by Paul Iannarone, October 21 1968. Origin of material: Kankakee, Illinois."
"1968.19","Muskrat to be mounted for exhibit. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Russell Frank Steel, Jr. Collected/created by R.F. Steel, Jr., October 1968. Origin of material: St. Germain, Vilas County, Wisconsin."
"1968.20","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Earl H. Meseth. Verbatim agency associated with: Department of Biology, Elmhurst College. Date collected: October 22, 1968. Origin of material: Lombard, ILL."
"1968.2","Collected by Mrs. J.W. Davis from west end of Dauphine Island Beach, Alabama, United States. Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: William F. Anderson. Verbatim agency associated with: State of Alabama, Department of Conservation, Seafoods Division. Date collected: February 19,1968. Origin of material: Dauphin Island, Alabama."
"1968.21","Information from accession card. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Larry N. Stout. Verbatim agency associated with: Division of Geological Survey. Collected/created by Larry N. Stout, November 14, 1968. Origin of material: St. Louis County, Missouri."
