guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:3907,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Oahu; FROM ORIGINAL CATALOG BOOK: Oahu, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10916561,,,,,,,,,,,,,,,,,,
CHAS:Inv:3908,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Oahu; FROM ORIGINAL CATALOG BOOK: Oahu, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10916561,,,,,,,,,,,,,,,,,,
CHAS:Inv:3911,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Oahu; FROM ORIGINAL CATALOG BOOK: Oahu, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10916561,,,,,,,,,,,,,,,,,,
CHAS:Inv:3912,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Hayden's Mills; FROM ORIGINAL CATALOG BOOK: Hayden's Mills, N.Y. [New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885421,,,,,,,,,,,,,,,,,,
CHAS:Inv:3913,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Molokai; FROM ORIGINAL CATALOG BOOK: Molokai, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10884853,,,,,,,,,,,,,,,,,,
CHAS:Inv:3914,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-01-10]","FROM SPECIMEN: Wabash River; FROM ORIGINAL CATALOG BOOK: Wabash River, Posey Co. [County], Ind. [Indiana]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-01-10,10886225,,,,,,,,,,,,,,,,,,
CHAS:Inv:3918,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Owasco Lake, NY; FROM ORIGINAL CATALOG BOOK: Owasco Lake, N.Y. [New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10506699,,,,,,,,,,,,,,,,,,
CHAS:Inv:3925,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Oahu; FROM ORIGINAL CATALOG BOOK: Oahu, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10916561,,,,,,,,,,,,,,,,,,
CHAS:Inv:3930,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-01-10]","FROM SPECIMEN: Wabash River, IN; FROM ORIGINAL CATALOG BOOK: Wabash River, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-01-10,10884876,,,,,,,,,,,,,,,,,,
CHAS:Inv:3989,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-01-10]","FROM SPECIMEN: Turkey Lake; FROM ORIGINAL CATALOG BOOK: Turkey Lake, Kosciusko Co. [County], Ind. [Indiana]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-01-10,10885501,,,,,,,,,,,,,,,,,,
CHAS:Inv:3990,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-01-10]","FROM SPECIMEN: Mitchell; FROM ORIGINAL CATALOG BOOK: Mitchell, Lawrence Co. [County], Ind. [Indiana]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-01-10,10885585,,,,,,,,,,,,,,,,,,
CHAS:Inv:4019,Anna Chinn,2019-03-07,The name Achatinella signifies Little Agate.,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Maui; FROM ORIGINAL CATALOG BOOK: Maui, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10884854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4023,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM SPECIMEN: Molokai; FROM ORIGINAL CATALOG BOOK: Molokai, Hawaiian Islands",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10884853,,,,,,,,,,,,,,,,,,
CHAS:Inv:4025,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-01-10]","FROM SPECIMEN: Corydon; FROM ORIGINAL CATALOG BOOK: Corydon, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-01-10,10885493,,,,,,,,,,,,,,,,,,
CHAS:Inv:4030,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-05-06]","FROM SPECIMEN: Ohio River, New Albany; FROM ORIGINAL CATALOG BOOK: Ohio River, New Albany, Ind. [Indiana]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-05-06,10885540,,,,,,,,,,,,,,,,,,
CHAS:Inv:4031,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-05-06]","FROM SPECIMEN: Sharp's Springs, Wyandotte; FROM ORIGINAL CATALOG BOOK: Sharps Springs, Wyandotte, Ind. [Indiana]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-05-06,10885507,,,,,,,,,,,,,,,,,,
CHAS:Inv:4032,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-10-02]","FROM ORIGINAL CATALOG BOOK: Nice, France",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10885873,,,,,,,,,,,,,,,,,,
CHAS:Inv:4035,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-05-27]","FROM SPECIMEN: Lagoon, Lincoln park; FROM ORIGINAL CATALOG BOOK: Lagoon, Lincoln Park [Chicago]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-05-27,10885218,,,,,,,,,,,,,,,,,,
CHAS:Inv:4038,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]","FROM ORIGINAL CATALOG BOOK: Joliet, Illinois",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:4039,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1903-07-01]","FROM ORIGINAL CATALOG BOOK: Lawrenceburg, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10884917,,,,,,,,,,,,,,,,,,
CHAS:Inv:4040,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-05-27]","FROM SPECIMEN: Lagoon, Lincoln Park; FROM ORIGINAL CATALOG BOOK: Lagoon, Lincoln Park [Chicago]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-05-27,10885218,,,,,,,,,,,,,,,,,,
CHAS:Inv:4041,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1903-04-16]","FROM ORIGINAL CATALOG BOOK: LaFayette, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-04-16,10956604,,,,,,,,,,,,,,,,,,
CHAS:Inv:4066,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-02-16]",FROM SPECIMEN: Weeping Water,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10885933,,,,,,,,,,,,,,,,,,
CHAS:Inv:4068,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-02-16]","FROM SPECIMEN: Sierra Blanca Mountains; FROM ORIGINAL CATALOG BOOK: Sierra Blanca Mts. [Mountains], N. [New] Mexico",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10885245,,,,,,,,,,,,,,,,,,
CHAS:Inv:4088,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-07-31]","FROM SPECIMEN: Square Lake Inlet; FROM ORIGINAL CATALOG BOOK: Square Lake Inlet, Aroostook Co. [County], Me. [Maine]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-07-31,10885077,,,,,,,,,,,,,,,,,,
CHAS:Inv:4132,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM ORIGINAL CATALOG BOOK: Hernando Co. [County], Florida",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10759925,,,,,,,,,,,,,,,,,,
CHAS:Inv:4155,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-10-02]",FROM SPECIMEN: Transylvania; FROM ORIGINAL CATALOG BOOK: Transylvania [Romania],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10885443,,,,,,,,,,,,,,,,,,
CHAS:Inv:4157,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-05-06]",FROM SPECIMEN: Indian Ocean; FROM ORIGINAL CATALOG BOOK: Indian Ocean,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-05-06,10478786,,,,,,,,,,,,,,,,,,
CHAS:Inv:4159,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-07-01]",FROM SPECIMEN: Europe; FROM ORIGINAL CATALOG BOOK: Europe,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10124180,,,,,,,,,,,,,,,,,,
CHAS:Inv:4162,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1903-07-01]","FROM ORIGINAL CATALOG BOOK: Lawrenceburg, Indiana",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10884917,,,,,,,,,,,,,,,,,,
CHAS:Inv:4204,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Cuba; FROM ORIGINAL CATALOG BOOK: Cuba,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10140295,,,,,,,,,,,,,,,,,,
CHAS:Inv:4237,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4245,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4246,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1899-04-04]","FROM SPECIMEN: Andreaffsky, Yukon River [Sam Howes, 2017: Andreafsky River is a tributary of the Yukon]; FROM ORIGINAL CATALOG BOOK: Andreaffsky [Andreafsky, now St. Mary's], Yukon River, Alaska",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1899-04-04,10886860,,,,,,,,,,,,,,,,,,
CHAS:Inv:4388,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4431,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-07-01]","FROM SPECIMEN: London; FROM ORIGINAL CATALOG BOOK: London, England",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10885344,,,,,,,,,,,,,,,,,,
CHAS:Inv:4432,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Amboina; FROM ORIGINAL CATALOG BOOK: Amboina [Ambon Island],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479450,,,,,,,,,,,,,,,,,,
CHAS:Inv:4518,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1902-10-02]",FROM SPECIMEN: Malta; FROM ORIGINAL CATALOG BOOK: Malta,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10479283,,,,,,,,,,,,,,,,,,
CHAS:Inv:4524,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: England; FROM ORIGINAL CATALOG BOOK: England,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10479649,,,,,,,,,,,,,,,,,,
CHAS:Inv:4525,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Spain; FROM ORIGINAL CATALOG BOOK: Spain,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10479373,,,,,,,,,,,,,,,,,,
CHAS:Inv:4527,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Germany; FROM ORIGINAL CATALOG BOOK: Germany,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10011659,,,,,,,,,,,,,,,,,,
CHAS:Inv:4530,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1903-07-01]","FROM SPECIMEN: Yorkshire; FROM ORIGINAL CATALOG BOOK: Yorkshire, England",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1903-07-01,10885201,,,,,,,,,,,,,,,,,,
CHAS:Inv:4535,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]","FROM SPECIMEN: Teneriffe, Canaries; FROM ORIGINAL CATALOG BOOK: Teneriffe [Tenerife], Canaries [Canary Islands]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10885894,,,,,,,,,,,,,,,,,,
CHAS:Inv:4542,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Long Island, NY; FROM ORIGINAL CATALOG BOOK: Long Island, N.Y. [New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10760529,,,,,,,,,,,,,,,,,,
CHAS:Inv:4544,Anna Chinn,2019-03-07,Introduced.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]","FROM SPECIMEN: Montevideo; FROM ORIGINAL CATALOG BOOK: Montevideo, Uruguay",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10742817,,,,,,,,,,,,,,,,,,
CHAS:Inv:4547,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Europe; FROM ORIGINAL CATALOG BOOK: Europe,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10124180,,,,,,,,,,,,,,,,,,
CHAS:Inv:4548,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Cascade; FROM ORIGINAL CATALOG BOOK: Cascade, N.Y. [New York]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885795,,,,,,,,,,,,,,,,,,
CHAS:Inv:4554,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Sicily,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10479979,,,,,,,,,,,,,,,,,,
CHAS:Inv:4570,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Europe; FROM ORIGINAL CATALOG BOOK: Europe,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10124180,,,,,,,,,,,,,,,,,,
CHAS:Inv:4571,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4575,Anna Chinn,2019-03-07,A common Jamaican land snail.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4582,Anna Chinn,2019-03-07,A desert snail. Note its white color.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Syria; FROM ORIGINAL CATALOG BOOK: Syria,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10885477,,,,,,,,,,,,,,,,,,
CHAS:Inv:4583,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Egypt; FROM ORIGINAL CATALOG BOOK: Egypt,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10000356,,,,,,,,,,,,,,,,,,
CHAS:Inv:4586,Anna Chinn,2019-03-07,A beautifully marked land snail; Coal #6.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Sicily; FROM ORIGINAL CATALOG BOOK: Sicily [Italy],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10479979,,,,,,,,,,,,,,,,,,
CHAS:Inv:4617,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Berlin; FROM ORIGINAL CATALOG BOOK: Berlin, Germany",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885273,,,,,,,,,,,,,,,,,,
CHAS:Inv:4624,Anna Chinn,2019-03-07,Coal #3.,collection,,wild caught,accepted,,"[no date recorded, prior to 1900-04-01]","FROM SPECIMEN: San Jose; FROM ORIGINAL CATALOG BOOK: San Jose, California",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1900-04-01,10904373,,,,,,,,,,,,,,,,,,
CHAS:Inv:4634,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: [Republic of] Cuba,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10140295,,,,,,,,,,,,,,,,,,
CHAS:Inv:4638,Anna Chinn,2019-03-07,A peculiarly marked shell.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]","FROM SPECIMEN: Porto Rico [sic, Puerto Rico]; FROM ORIGINAL CATALOG BOOK: Porto Rico. [Puerto Rico]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478762,,,,,,,,,,,,,,,,,,
CHAS:Inv:4643,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]","FROM SPECIMEN: Paestum; FROM ORIGINAL CATALOG BOOK: Paestum, Italy",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886530,,,,,,,,,,,,,,,,,,
CHAS:Inv:4650,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4655,Anna Chinn,2019-03-07,Coal #3.,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM ORIGINAL CATALOG BOOK: Jamaica,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478854,,,,,,,,,,,,,,,,,,
CHAS:Inv:4660,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]","FROM SPECIMEN: Porto Rico [sic, Puerto Rico]; FROM ORIGINAL CATALOG BOOK: Porto Rico. [Puerto Rico]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478762,,,,,,,,,,,,,,,,,,
CHAS:Inv:4662,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM ORIGINAL CATALOG BOOK: Martinique,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10885818,,,,,,,,,,,,,,,,,,
